comparison,session_id,query_id,transition,before_gold_ranks,after_gold_ranks,promoted_gold,demoted_gold,top5_page_ids_identical
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q033,UNCHANGED_HIT,"{""73b2fb55-c036-52ca-842e-cc784d317c61"": 4, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 20}","{""73b2fb55-c036-52ca-842e-cc784d317c61"": 4, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 21}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q035,UNCHANGED_MISS,"{""dad4c589-bd44-5d61-917f-9435b971db4d"": 10}","{""dad4c589-bd44-5d61-917f-9435b971db4d"": 9}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q039,UNCHANGED_HIT,"{""c022f180-c519-52a7-9c70-3f15928609b5"": 2, ""594016a4-b321-5143-a8c6-3923fed20111"": 27}","{""c022f180-c519-52a7-9c70-3f15928609b5"": 2, ""594016a4-b321-5143-a8c6-3923fed20111"": 30}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q042,UNCHANGED_MISS,"{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 13}","{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 13}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q044,UNCHANGED_MISS,"{""094486b7-1e86-5360-8005-66c6886152c2"": 31, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 26}","{""094486b7-1e86-5360-8005-66c6886152c2"": 35, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 30}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q049,UNCHANGED_MISS,"{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 15}","{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 12}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q052,UNCHANGED_MISS,"{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 20, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 11}","{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 21, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 13}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q055,HURT,"{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 28, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 4}","{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 29, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 6}",0,1,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q056,UNCHANGED_MISS,"{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 19}","{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 18}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q063,UNCHANGED_MISS,"{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 13}","{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 18}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q065,UNCHANGED_MISS,"{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 18, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 13}","{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 20, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 16}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q066,RESCUED,"{""52990abe-a81c-5937-b506-8a88315cc3c0"": 6, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 10}","{""52990abe-a81c-5937-b506-8a88315cc3c0"": 5, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 10}",1,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q070,UNCHANGED_MISS,"{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 21}","{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 24}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q007,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 3}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 3}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q011,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 3}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q013,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q014,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 3}","{""c64751d6-21c8-5c09-87da-48f940293661"": 3}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q021,UNCHANGED_HIT,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 5}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 3}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q022,UNCHANGED_MISS,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 9, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 14}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 10, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 12}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q026,UNCHANGED_HIT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 5, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 4}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 4, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 2}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q028,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 13}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 12}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q033,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 18}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 17}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q035,UNCHANGED_MISS,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 19}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 15}",0,0,True
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q039,UNCHANGED_MISS,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 29, ""a9136ff5-7fca-58fe-8907-08b361042647"": 8}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 27, ""a9136ff5-7fca-58fe-8907-08b361042647"": 7}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q042,UNCHANGED_MISS,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 25}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 25}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q044,UNCHANGED_MISS,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 27, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 8}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 26, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 13}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q049,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 2}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q052,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 2, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 42}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 3, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 41}",0,0,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q055,HURT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 45, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 4}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 43, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 7}",0,1,False
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q056,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 36}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 36}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q007,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 3}","{""2631e802-75be-5089-9418-baece6a717cf"": 3}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q011,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 4, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}","{""2631e802-75be-5089-9418-baece6a717cf"": 4, ""dc12b285-c21d-5cfe-84a2-d016fce5ffe6"": 1}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q013,UNCHANGED_HIT,"{""2631e802-75be-5089-9418-baece6a717cf"": 6, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 5}","{""2631e802-75be-5089-9418-baece6a717cf"": 6, ""9b4b60a1-f0f9-5368-b4ce-b441752321bb"": 5}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q014,UNCHANGED_HIT,"{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 3}","{""f99dbe58-f286-568d-b1fe-f1ebe59c0e0a"": 3}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q021,UNCHANGED_MISS,"{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 7}","{""f1228bac-12d1-520f-9787-52a8cdcd49db"": 7}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q022,UNCHANGED_MISS,"{""34fa3574-894f-575c-b9b0-0a183473746e"": 14, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 12}","{""34fa3574-894f-575c-b9b0-0a183473746e"": 13, ""55e7e466-3b1c-5014-85fc-2a14618ce254"": 11}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q026,UNCHANGED_HIT,"{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 3, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 12}","{""289ba3d6-8b24-5c77-8df9-7af211ee1007"": 3, ""88e975b7-0f5a-5f5c-98ce-e461dcab93b8"": 12}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q028,UNCHANGED_HIT,"{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 3}","{""44777fdf-abd5-5570-b0aa-8e3f1cb44000"": 3}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q033,UNCHANGED_HIT,"{""d5c03971-3795-5256-a75f-b3921d61a92d"": 2, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}","{""d5c03971-3795-5256-a75f-b3921d61a92d"": 2, ""b4497adc-7393-57c0-8917-ce3372fbd151"": 24}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q035,UNCHANGED_MISS,"{""b4497adc-7393-57c0-8917-ce3372fbd151"": 23}","{""b4497adc-7393-57c0-8917-ce3372fbd151"": 23}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q039,UNCHANGED_HIT,"{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 2, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 7}","{""31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62"": 1, ""c107828c-a741-55f6-8e0c-446cfbdba215"": 13}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q042,HURT,"{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 5}","{""0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc"": 7}",0,1,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q044,UNCHANGED_HIT,"{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 4, ""4054aab2-0aa7-5019-b341-077265511add"": 6}","{""32b5d492-2df9-5ed9-ac46-caca5c87097c"": 4, ""4054aab2-0aa7-5019-b341-077265511add"": 6}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q049,UNCHANGED_MISS,"{""de592e81-e050-536b-8909-32866c85f6c2"": 11}","{""de592e81-e050-536b-8909-32866c85f6c2"": 11}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q007,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 3}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q011,UNCHANGED_HIT,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 5}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 7, ""03c3981b-3b09-56ca-a545-043c8ff0d240"": 5}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q013,RESCUED,"{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 6}","{""f70d87dd-c4b9-59de-a761-869308b1818b"": 9, ""a6c0000c-f234-59a1-b6e5-1283680d9b77"": 5}",1,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q014,UNCHANGED_MISS,"{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 6}","{""37d568b0-90c6-5481-b7d9-e0101fd95e52"": 6}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q021,UNCHANGED_MISS,"{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}","{""691ce2a8-c4c3-51f3-8cb7-32f42cdee99e"": 15}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q022,UNCHANGED_MISS,"{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 9, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}","{""4d8b4bb3-4a1f-538c-af07-cc0ce19ea796"": 11, ""b304ab57-b911-5070-88ba-fca4f39a37e8"": 7}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q026,UNCHANGED_MISS,"{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 9, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 12}","{""00ce1b35-d357-53e0-a42e-a8f97d4a07f0"": 8, ""e64218f2-62ce-555a-ba53-f3fd1214e0f7"": 10}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q028,UNCHANGED_HIT,"{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}","{""42756865-0f8f-5dcc-a050-6ecec5b828ce"": 2}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q033,UNCHANGED_HIT,"{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 1, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 13}","{""79860bb6-6010-5ca0-ac81-f4327e2bff44"": 2, ""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q035,UNCHANGED_MISS,"{""893b3ae9-1f94-5436-8c6d-54e200693867"": 16}","{""893b3ae9-1f94-5436-8c6d-54e200693867"": 11}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q039,UNCHANGED_HIT,"{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 7, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 1}","{""0dd982c7-f7b2-5ac0-8c16-56d44bbe4330"": 13, ""78a623b8-bff9-5b45-b990-24d74e714f9b"": 2}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q042,UNCHANGED_MISS,"{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 13}","{""5c22c135-b86e-56a3-83eb-7484d1183dca"": 12}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q044,UNCHANGED_HIT,"{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 5}","{""57b8caa3-b46e-50f2-a65a-bb244543b1c3"": 39, ""647fce0c-6320-5a98-819d-50dff3300582"": 4}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q049,UNCHANGED_HIT,"{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 5}","{""57600f18-283a-5f61-bf9e-7a48d4f8d3c5"": 4}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q052,UNCHANGED_HIT,"{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 17}","{""647fce0c-6320-5a98-819d-50dff3300582"": 1, ""d728a292-3080-5624-89ff-d8e05d09e8ca"": 15}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q055,UNCHANGED_MISS,"{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 18, ""2e583969-bc65-5074-a7fe-0424438cd092"": 13}","{""d728a292-3080-5624-89ff-d8e05d09e8ca"": 16, ""2e583969-bc65-5074-a7fe-0424438cd092"": 12}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q056,UNCHANGED_MISS,"{""e40ec65e-2907-515a-b1dd-3bec39109106"": 37}","{""e40ec65e-2907-515a-b1dd-3bec39109106"": 36}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q063,UNCHANGED_MISS,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 11}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q065,UNCHANGED_HIT,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 6}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 6}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q066,UNCHANGED_HIT,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 11}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q070,UNCHANGED_MISS,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 11}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q007,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 2}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q011,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 4, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 4, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 1}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q013,UNCHANGED_HIT,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q014,UNCHANGED_HIT,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q021,UNCHANGED_MISS,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 7}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 7}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q022,UNCHANGED_HIT,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 4}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 3}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q026,UNCHANGED_MISS,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 17, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 6}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 15, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 7}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q028,UNCHANGED_MISS,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 6}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 6}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q033,UNCHANGED_MISS,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 8, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 19}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 12, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 21}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q035,UNCHANGED_MISS,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 19}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 17}",0,0,True
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q039,UNCHANGED_HIT,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 3, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 27}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 2, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 29}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q042,UNCHANGED_MISS,"{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 7}","{""82bf5c46-13d0-5fb7-9826-308047a68fc7"": 6}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q044,UNCHANGED_MISS,"{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 34, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 12}","{""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"": 33, ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 15}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q049,UNCHANGED_MISS,"{""2316a391-e779-530b-ac2f-055182347d32"": 27}","{""2316a391-e779-530b-ac2f-055182347d32"": 22}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q052,UNCHANGED_MISS,"{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 6, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 16}","{""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"": 10, ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 15}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q055,UNCHANGED_MISS,"{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 43, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 7}","{""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"": 41, ""9409734e-8235-5011-8c1a-60ed15ad9024"": 11}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q056,UNCHANGED_HIT,"{""59d896c1-0734-53cf-821a-5728dd5fe548"": 4}","{""59d896c1-0734-53cf-821a-5728dd5fe548"": 3}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q063,UNCHANGED_MISS,"{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 18}","{""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9"": 19}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q065,UNCHANGED_MISS,"{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 22, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 18}","{""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"": 18, ""ad470150-cd72-5d94-9d96-467573c4b92b"": 14}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q066,UNCHANGED_HIT,"{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 1, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 13}","{""3e1cec0a-77e2-5463-865e-1f49b78e966c"": 1, ""e6b075df-0710-53c0-a850-a6bc715553b6"": 18}",0,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q070,RESCUED,"{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 6}","{""6e93a473-ae4a-524c-aee1-43aafd7f6bb0"": 4}",1,0,False
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q077,UNCHANGED_MISS,"{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 17, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 55, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 25}","{""21f9ae05-f6a0-5cc5-af10-142d014dcf11"": 16, ""96af7f08-1678-5164-9e1e-935a577a7d1b"": 54, ""2fdaac5c-103c-5100-8480-7d15511a3658"": 24}",0,0,False
