comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,候选 Add Prompt,Gold movement,TASK_added,TASK_lost,TASK_preserved,SUBJECT_added,SUBJECT_lost,SUBJECT_preserved,TIME_added,TIME_lost,TIME_preserved,INDICATOR_added,INDICATOR_lost,INDICATOR_preserved,NUMBER_added,NUMBER_lost,NUMBER_preserved,STATE_added,STATE_lost,STATE_preserved,RELATION_added,RELATION_lost,RELATION_preserved,DEPENDENCY_added,DEPENDENCY_lost,DEPENDENCY_preserved,EVIDENCE_LIMIT_added,EVIDENCE_LIMIT_lost,EVIDENCE_LIMIT_preserved,KEYWORD_added,KEYWORD_lost,KEYWORD_preserved,JUDGMENT_added,JUDGMENT_lost,JUDGMENT_preserved
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,2,9,0.5550165176391602,0.5882112979888916,0.033194780349731445,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""可复算性"", ""验证""]","[""信息缺口"", ""反证检验"", ""同步比较"", ""拐点定位""]","[""原因解释"", ""口径核验"", ""同比解释"", ""效率判断"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""扣非归母净利润""]","[""归母净利润""]","[""归母股东权益"", ""总资产"", ""经营活动现金流净额"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""1225114731"", ""17，"", ""747.34"", ""823.20"", ""862.28""]","[""0.542"", ""0.556"", ""0.572"", ""04"", ""17"", ""2023"", ""2024"", ""2025"", ""2026""]",[],"[""不同步"", ""信息缺口"", ""先升后降"", ""同步"", ""拐点"", ""错位""]","[""连续上升""]",[],"[""不同步"", ""反证"", ""同步"", ""错位""]","[""同比""]",[],"[""EARLIER_CONTEXT"", ""REVISION""]","[""PREVIOUS_TURN""]",[],"[""信息缺口"", ""来源限制""]","[""口径限制""]","[""基期检验"", ""归母股东权益"", ""总资产"", ""证据缺口"", ""近似周转率"", ""连续上升""]","[""信息缺口"", ""先升后降"", ""冲突调和"", ""归母净利润"", ""营业收入""]","[""2023-2025"", ""贵州茅台""]","[""判断""]","[""确认"", ""结论""]",[]
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,3,8,0.4726150631904602,0.48596349358558655,0.013348430395126343,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""可复算性"", ""同步比较"", ""证据分级""]","[""信息缺口"", ""判断修订"", ""效率判断"", ""验证""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""现金质量"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""扣非归母净利润""]","[""归母股东权益"", ""总资产""]","[""归母净利润"", ""经营活动现金流净额"", ""营业收入""]","[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""747.34"", ""823.20"", ""862.28""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""0.542"", ""0.556"", ""0.572"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""04"", ""17"", ""2023"", ""2025"", ""2026""]","[""同步"", ""无法确认""]","[""信息缺口"", ""拐点"", ""连续上升"", ""错位""]","[""先升后降""]","[""同步""]","[""修订"", ""错位""]","[""同比""]",[],"[""PREVIOUS_TURN"", ""REVISION""]",[],"[""证据限制""]","[""信息缺口"", ""口径限制"", ""来源限制""]",[],"[""先升后降"", ""内控审计经理"", ""因果措辞"", ""归母净利润"", ""营业收入"", ""证据强度审查""]","[""基期选择"", ""完整财年"", ""归母股东权益"", ""总资产"", ""连续上升""]","[""2023-2025"", ""贵州茅台""]","[""判断"", ""支持""]","[""修订"", ""结论""]","[""确认""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,17,-16,0.6499589681625366,0.4692614674568176,-0.180697500705719,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""拐点定位"", ""盈利质量""]","[""原因解释"", ""反证检验"", ""同步比较"", ""效率判断""]","[""口径核验"", ""同比解释"", ""来源核验""]",[],[],"[""比亚迪""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""归母净利润"", ""归母股东权益"", ""营业收入""]","[""经营活动现金流净额""]","[""总资产""]","[""+29.02%"", ""+3.46%"", ""+32.94%"", ""+33.46%"", ""+34.00%"", ""-18.97%"", ""1,388.1"", ""1,852.51"", ""2,462.75"", ""300.41"", ""326.19"", ""402.54"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""28，"", ""591.36""]","[""+12.81%"", ""+15.28%"", ""03"", ""2023"", ""2024"", ""2025"", ""2026"", ""28"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""先升后降""]","[""不同步"", ""同步"", ""连续下降""]","[""连续上升""]",[],"[""不同步"", ""反证"", ""同步""]","[""同比""]",[],"[""PREVIOUS_TURN"", ""REVISION""]",[],[],"[""口径限制"", ""来源限制""]",[],"[""两段同比"", ""年度报告"", ""归母股东权益"", ""营业收入"", ""规模支撑""]","[""反证"", ""同步性"", ""年报来源"", ""经营活动现金流净额"", ""风险委员会""]","[""2023-2025"", ""总资产"", ""比亚迪""]",[],"[""判断""]","[""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,2,5,0.6343926787376404,0.6385086178779602,0.004115939140319824,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""现金质量""]","[""反证检验"", ""同步比较"", ""杠杆分析"", ""管理层问询""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""经营活动现金流净额""]","[""总资产""]","[""归母净利润""]","[""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""591.36""]","[""+12.81%"", ""+15.28%"", ""1225045350"", ""28，"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""+34.00%"", ""-18.97%"", ""03"", ""2023"", ""2024"", ""2025"", ""2026"", ""28"", ""300.41"", ""326.19"", ""402.54""]","[""不同步"", ""拐点"", ""连续下降""]","[""同步"", ""连续上升""]","[""先升后降"", ""无法确认""]","[""不同步""]","[""反证"", ""同步"", ""比较""]","[""同比""]",[],"[""REVISION""]",[],[],"[""口径限制"", ""来源限制""]",[],"[""三年路径"", ""年度报告"", ""方向冲突"", ""经营现金流""]","[""先升后降"", ""年报来源"", ""总资产"", ""管理层问询"", ""连续上升""]","[""2023-2025"", ""归母净利润"", ""比亚迪""]",[],[],"[""判断"", ""确认"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,2,4,0.5726884603500366,0.574288010597229,0.0015995502471923828,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""现金质量""]","[""反证检验"", ""同步比较"", ""阶段小结""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]","[""经营活动现金流净额""]","[""总资产""]","[""归母净利润""]","[""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""591.36""]","[""+12.81%"", ""+15.28%"", ""1225045350"", ""28，"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""+34.00%"", ""-18.97%"", ""03"", ""2023"", ""2024"", ""2025"", ""2026"", ""28"", ""300.41"", ""326.19"", ""402.54""]","[""无法确认"", ""连续下降""]","[""连续上升""]","[""不同步"", ""先升后降"", ""拐点""]",[],"[""修订"", ""反证""]","[""不同步"", ""同比""]",[],"[""REVISION""]",[],[],"[""口径限制"", ""来源限制""]",[],"[""年度报告"", ""方向冲突"", ""经营现金流""]","[""先升后降"", ""总资产"", ""连续上升"", ""风险委员会""]","[""2023-2025"", ""三年路径"", ""归母净利润"", ""比亚迪""]","[""确认""]","[""修订""]","[""判断"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,12,-10,0.6725355982780457,0.5759779214859009,-0.09655767679214478,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""同步比较"", ""效率判断"", ""现金质量"", ""阶段小结""]","[""拐点定位""]","[""原因解释"", ""反证检验"", ""口径核验"", ""同比解释"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""归母股东权益"", ""扣非归母净利润"", ""营业收入""]","[""归母净利润"", ""总资产"", ""经营活动现金流净额""]","[""1.81"", ""3.32"", ""5.65""]","[""+29.02%"", ""+29.94%"", ""+3.46%"", ""+32.94%"", ""+33.46%"", ""+34.00%"", ""-18.97%"", ""-20.38%"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""284.62"", ""28，"", ""294.46"", ""300.41"", ""326.19"", ""369.83"", ""402.54"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""+12.81%"", ""+15.28%"", ""-21.37%"", ""-55.69%"", ""03"", ""1,334.54"", ""1,697.25"", ""2023"", ""2024"", ""2025"", ""2026"", ""28"", ""591.36"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""不同步"", ""无法确认"", ""错位""]","[""先升后降""]","[""连续上升"", ""连续下降""]","[""不同步"", ""错位""]",[],"[""反证"", ""同比""]","[""CONTINUATION"", ""PREVIOUS_TURN""]",[],"[""EARLIER_CONTEXT"", ""REVISION""]",[],"[""口径限制"", ""来源限制""]",[],"[""年度报告"", ""总资产"", ""现金质量"", ""经营现金流"", ""阶段小结""]","[""尾部风险"", ""归母净利润"", ""现金证据"", ""监控触发项"", ""营业收入""]","[""2023-2025"", ""反证"", ""比亚迪""]","[""确认""]","[""判断""]","[""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,1,32,0.4599473774433136,0.5012072324752808,0.04125985503196716,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,[],"[""判断修订"", ""反证检验"", ""现金质量"", ""证据分级""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],"[""扣非归母净利润"", ""经营活动现金流净额""]","[""归母净利润"", ""总资产""]",[],"[""+29.94%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""284.62"", ""28，"", ""294.46"", ""369.83"", ""591.36""]","[""+12.81%"", ""+15.28%"", ""+34.00%"", ""-18.97%"", ""03"", ""2023"", ""2024"", ""2025"", ""2026"", ""28"", ""300.41"", ""326.19"", ""402.54"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""无法确认""]","[""不同步"", ""连续下降""]","[""先升后降"", ""连续上升""]",[],"[""不同步"", ""修订"", ""反证""]","[""同比""]",[],"[""REVISION""]",[],[],"[""口径限制"", ""来源限制""]",[],"[""基期选择"", ""年度报告"", ""总资产"", ""盈利叙事""]","[""先升后降"", ""反证"", ""尾部风险"", ""扣非净利润"", ""持续经营口径""]","[""2023-2025"", ""归母净利润"", ""比亚迪""]","[""支持""]","[""修订"", ""判断""]","[""确认"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,19,-16,0.5221919417381287,0.4345572590827942,-0.08763468265533447,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""反证检验"", ""盈利质量"", ""验证""]","[""原因解释"", ""同步比较"", ""证据分级""]","[""判断修订"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""归母股东权益""]","[""总资产""]","[""+29.94%"", ""+34.00%"", ""-18.97%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""284.62"", ""294.46"", ""300.41"", ""326.19"", ""369.83"", ""402.54"", ""591.36""]","[""+12.81%"", ""+15.28%"", ""+32.94%"", ""+33.46%"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""2024"", ""28，"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""03"", ""2023"", ""2025"", ""2026"", ""28""]","[""先升后降"", ""连续下降""]",[],"[""同步"", ""连续上升""]","[""反证""]",[],"[""修订"", ""同步"", ""同比""]","[""EARLIER_CONTEXT""]",[],"[""PREVIOUS_TURN"", ""REVISION""]",[],"[""来源限制""]","[""口径限制""]","[""先升后降"", ""反证检验"", ""年度报告"", ""归母净利润"", ""扣非归母净利润"", ""经营活动现金流净额""]","[""两段同比"", ""归母股东权益"", ""总资产"", ""投研摘要"", ""连续上升"", ""风险委员会""]","[""2023-2025"", ""比亚迪""]",[],"[""判断"", ""支持""]","[""修订"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,52,-51,0.48954805731773376,0.28207072615623474,-0.20747733116149902,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""可复算性"", ""盈利质量"", ""风险排序""]","[""判断修订"", ""同步比较"", ""证据分级""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母净利润"", ""扣非归母净利润""]","[""归母股东权益"", ""总资产""]",[],"[""+29.94%"", ""+34.00%"", ""-18.97%"", ""-20.38%"", ""284.62"", ""294.46"", ""300.41"", ""326.19"", ""369.83"", ""402.54""]","[""+12.81%"", ""+15.28%"", ""+32.94%"", ""+33.46%"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""2024"", ""28，"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""03"", ""2023"", ""2025"", ""2026"", ""28""]","[""先升后降"", ""连续下降""]","[""同步"", ""连续上升""]",[],[],"[""修订"", ""同步""]","[""同比""]","[""CONTINUATION""]","[""PREVIOUS_TURN"", ""REVISION""]",[],[],[],"[""口径限制"", ""来源限制""]","[""年度报告"", ""归母净利润"", ""扣非归母净利润"", ""风险排序""]","[""归母股东权益"", ""总资产"", ""连续上升"", ""风险委员会""]","[""2023-2025"", ""比亚迪"", ""证据层级""]",[],"[""修订""]","[""判断"", ""支持"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,4,20,0.5937093496322632,0.6381444931030273,0.04443514347076416,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""反证检验"", ""验证""]","[""判断修订"", ""管理层问询"", ""证据分级""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""阶段小结""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""营业收入""]",[],"[""归母净利润"", ""总资产""]",[],"[""1225045350"", ""2024"", ""28，""]","[""+12.81%"", ""+15.28%"", ""+34.00%"", ""-18.97%"", ""03"", ""2023"", ""2025"", ""2026"", ""28"", ""300.41"", ""326.19"", ""402.54"", ""6,795.48"", ""7,833.56"", ""8,837.3""]",[],"[""无法确认""]","[""不同步"", ""先升后降"", ""连续上升""]","[""反证""]",[],"[""不同步"", ""修订"", ""同比""]","[""EARLIER_CONTEXT""]",[],"[""PREVIOUS_TURN"", ""REVISION""]","[""信息缺口""]","[""口径限制"", ""来源限制""]",[],"[""压力检验"", ""反例"", ""风险议题卡""]","[""先升后降"", ""管理问询"", ""连续上升"", ""风险委员会""]","[""2023-2025"", ""归母净利润"", ""总资产"", ""比亚迪""]",[],[],"[""修订"", ""判断"", ""确认"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,22,-17,0.5364928841590881,0.47140955924987793,-0.0650833249092102,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""可复算性"", ""盈利质量"", ""风险排序""]","[""判断修订"", ""证据分级"", ""阶段小结""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母净利润"", ""营业收入""]","[""总资产"", ""经营活动现金流净额""]",[],"[""+29.02%"", ""+3.46%"", ""+34.00%"", ""-18.97%"", ""300.41"", ""326.19"", ""402.54"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""+12.81%"", ""+15.28%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""2024"", ""28，"", ""591.36"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""03"", ""2023"", ""2025"", ""2026"", ""28""]","[""先升后降""]","[""连续下降""]","[""不同步"", ""连续上升""]",[],"[""修订""]","[""不同步"", ""同比""]","[""CONTINUATION"", ""EARLIER_CONTEXT""]","[""REVISION""]","[""PREVIOUS_TURN""]","[""信息缺口""]","[""口径限制"", ""来源限制""]",[],"[""年度报告"", ""归母净利润"", ""营业收入"", ""表述强度"", ""证据缺口"", ""风险议题卡""]","[""总资产"", ""经营活动现金流净额"", ""表述审查"", ""连续上升"", ""连续下降"", ""风险委员会""]","[""2023-2025"", ""比亚迪""]","[""支持""]","[""修订"", ""判断""]","[""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,3,19,0.5237754583358765,0.5094170570373535,-0.01435840129852295,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""可复算性""]","[""判断修订"", ""证据分级"", ""阶段小结""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""总资产""]",[],"[""1225045350"", ""2024"", ""28，""]","[""+12.81%"", ""+15.28%"", ""+34.00%"", ""-18.97%"", ""03"", ""2023"", ""2025"", ""2026"", ""28"", ""300.41"", ""326.19"", ""402.54"", ""6,795.48"", ""7,833.56"", ""8,837.3""]",[],[],"[""不同步"", ""先升后降"", ""连续上升""]",[],"[""修订""]","[""不同步"", ""同比""]",[],"[""PREVIOUS_TURN"", ""REVISION""]",[],"[""信息缺口""]",[],"[""口径限制"", ""来源限制""]","[""口径限制"", ""来源可靠性""]","[""先升后降"", ""冲突保留"", ""连续上升""]","[""2023-2025"", ""归母净利润"", ""总资产"", ""比亚迪"", ""表述审查""]","[""确认""]","[""修订"", ""判断""]","[""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,47,-44,0.5488320589065552,0.4494485557079315,-0.09938350319862366,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""反证检验"", ""可复算性"", ""盈利质量"", ""验证""]","[""判断修订"", ""同步比较""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""证据分级"", ""阶段小结""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母净利润"", ""营业收入""]","[""总资产"", ""经营活动现金流净额""]",[],"[""+29.02%"", ""+3.46%"", ""+34.00%"", ""-18.97%"", ""300.41"", ""326.19"", ""402.54"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""+12.81%"", ""+15.28%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""1225045350"", ""2024"", ""28，"", ""591.36"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""03"", ""2023"", ""2025"", ""2026"", ""28""]","[""先升后降""]","[""连续下降""]","[""不同步"", ""连续上升""]","[""反证""]","[""比较""]","[""不同步"", ""修订"", ""同比""]",[],"[""EARLIER_CONTEXT"", ""PREVIOUS_TURN""]","[""REVISION""]","[""证据限制""]","[""口径限制""]","[""来源限制""]","[""反证检验"", ""年报来源"", ""归母净利润"", ""营业收入"", ""证据强度""]","[""冲突保留"", ""口径确认"", ""总资产"", ""经营活动现金流净额"", ""连续上升"", ""连续下降""]","[""2023-2025"", ""比亚迪""]",[],"[""判断""]","[""修订"", ""确认"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,3,4,0.5022115111351013,0.5893685817718506,0.08715707063674927,候选三：区分性信息优先，主动抑制重复内容,PROMOTED,"[""反证检验"", ""同步比较""]","[""原因解释""]","[""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]",[],"[""归母净利润"", ""总资产"", ""经营活动现金流净额""]","[""归母股东权益"", ""扣非归母净利润"", ""营业收入""]",[],"[""+12.81%"", ""+15.28%"", ""+34.00%"", ""-18.97%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""2024"", ""300.41"", ""326.19"", ""402.54"", ""591.36"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""+29.02%"", ""+29.94%"", ""+3.46%"", ""+32.94%"", ""+33.46%"", ""-20.38%"", ""03"", ""1,388.1"", ""1,852.51"", ""1225045350"", ""2,462.75"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""369.83"", ""6,023.15"", ""7,771.02"", ""8,039.65""]","[""不同步"", ""同步""]","[""拐点""]","[""先升后降"", ""连续上升""]","[""不同步"", ""反证"", ""同步""]",[],"[""同比""]","[""PREVIOUS_TURN"", ""REVISION""]",[],[],"[""口径限制""]","[""信息缺口""]","[""来源限制""]","[""反证"", ""收入与利润同步性"", ""规模质量""]","[""归母净利润"", ""营业收入"", ""财务变化""]","[""2023-2025"", ""年度报告"", ""归母股东权益"", ""扣非归母净利润"", ""比亚迪""]","[""确认""]",[],"[""判断"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,7,-2,0.6157102584838867,0.606162428855896,-0.009547829627990723,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""效率判断"", ""现金质量""]","[""判断修订""]","[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""归母股东权益""]",[],"[""归母净利润"", ""扣非归母净利润""]","[""+32.94%"", ""+33.46%"", ""1,388.1"", ""1,852.51"", ""2,462.75""]","[""2024""]","[""+29.94%"", ""+34.00%"", ""-18.97%"", ""-20.38%"", ""03"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""284.62"", ""28，"", ""294.46"", ""300.41"", ""326.19"", ""369.83"", ""402.54""]","[""连续上升""]",[],"[""先升后降"", ""同步""]",[],[],"[""同步"", ""同比""]",[],"[""REVISION""]",[],[],"[""信息缺口""]","[""口径限制"", ""来源限制""]","[""完整财年"", ""归母股东权益"", ""股东权益积累""]","[""两段同比"", ""盈利趋势""]","[""2023-2025"", ""年度报告"", ""归母净利润"", ""扣非归母净利润"", ""比亚迪""]","[""支持""]","[""确认""]","[""判断"", ""结论""]"
候选三：区分性信息优先，主动抑制重复内容 vs 当前前后文 Prompt（主要基线）,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,8,-5,0.7119752168655396,0.6555082201957703,-0.05646699666976929,候选三：区分性信息优先，主动抑制重复内容,DEMOTED,"[""现金质量"", ""盈利质量""]",[],"[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""来源核验""]",[],[],"[""比亚迪""]",[],"[""2023年"", ""2024年""]","[""2023"", ""2025"", ""2025年"", ""2026""]","[""扣非归母净利润"", ""经营活动现金流净额""]","[""归母股东权益"", ""总资产""]",[],"[""+29.94%"", ""-20.38%"", ""-21.37%"", ""-55.69%"", ""1,334.54"", ""1,697.25"", ""284.62"", ""294.46"", ""369.83"", ""591.36""]","[""+12.81%"", ""+15.28%"", ""+32.94%"", ""+33.46%"", ""1,388.1"", ""1,852.51"", ""2,462.75"", ""2024"", ""6,795.48"", ""7,833.56"", ""8,837.3""]","[""03"", ""1225045350"", ""2023"", ""2025"", ""2026"", ""28"", ""28，""]","[""不同步"", ""先升后降"", ""连续下降""]","[""连续上升""]","[""拐点""]","[""不同步""]",[],"[""同比""]",[],[],[],[],"[""信息缺口"", ""口径限制""]","[""来源限制""]","[""先升后降"", ""扣非归母净利润"", ""投资者关系"", ""经营现金流"", ""连续下降""]","[""归母股东权益"", ""总资产"", ""现金流三年路径"", ""连续上升""]","[""2023-2025"", ""年度报告"", ""比亚迪""]","[""支持""]","[""确认""]","[""判断"", ""结论""]"
