session_id,query_id,candidate,search_variant,comparison,before_gold_ranks,after_gold_ranks,transition,promoted_gold,demoted_gold,max_promotion,max_demotion
S002,S002-Q063,A1,P2,A1 vs Old under P2,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 22}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 15}",UNCHANGED_MISS,0,0,7,-7
S002,S002-Q063,A2,Baseline,A2 vs Old under Baseline,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 19}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 31}",UNCHANGED_MISS,0,0,-12,12
S002,S002-Q063,A2,P2,A2 vs Old under P2,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 22}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 38}",UNCHANGED_MISS,0,0,-16,16
S002,S002-Q063,A3,Baseline,A3 vs Old under Baseline,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 19}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 22}",UNCHANGED_MISS,0,0,-3,3
S002,S002-Q063,A3,P2,A3 vs Old under P2,"{""3549589e-05fe-5631-9385-5379f8dd4396"": 22}","{""3549589e-05fe-5631-9385-5379f8dd4396"": 18}",UNCHANGED_MISS,0,0,4,-4
S002,S002-Q065,A1,Baseline,A1 vs Old under Baseline,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 10}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 20, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 33}",HURT,0,1,-19,23
S002,S002-Q065,A1,P2,A1 vs Old under P2,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 20}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 11, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 29}",HURT,0,1,-9,9
S002,S002-Q065,A2,Baseline,A2 vs Old under Baseline,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 10}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 12, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 34}",HURT,0,1,-11,24
S002,S002-Q065,A2,P2,A2 vs Old under P2,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 20}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 10, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 36}",HURT,0,1,-8,16
S002,S002-Q065,A3,Baseline,A3 vs Old under Baseline,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 1, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 10}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 6, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 25}",HURT,0,1,-5,15
S002,S002-Q065,A3,P2,A3 vs Old under P2,"{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 2, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 20}","{""a2f4bee5-f836-545e-8197-d79f3f2d284c"": 4, ""7cf76f8c-3ecc-5aa0-8867-9b1934ccb270"": 36}",UNCHANGED_HIT,0,0,-2,16
S002,S002-Q066,A1,Baseline,A1 vs Old under Baseline,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 9}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 32}",UNCHANGED_HIT,0,0,0,23
S002,S002-Q066,A1,P2,A1 vs Old under P2,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 17}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 2, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 41}",UNCHANGED_HIT,0,0,-1,24
S002,S002-Q066,A2,Baseline,A2 vs Old under Baseline,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 9}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 23}",UNCHANGED_HIT,0,0,0,14
S002,S002-Q066,A2,P2,A2 vs Old under P2,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 17}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 21}",UNCHANGED_HIT,0,0,0,4
S002,S002-Q066,A3,Baseline,A3 vs Old under Baseline,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 9}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 3, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 26}",UNCHANGED_HIT,0,0,-2,17
S002,S002-Q066,A3,P2,A3 vs Old under P2,"{""166328f1-a89c-5b18-8a53-02ac909e0849"": 1, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 17}","{""166328f1-a89c-5b18-8a53-02ac909e0849"": 4, ""323c7c4f-02b6-5801-9c72-3623423fb3c6"": 33}",UNCHANGED_HIT,0,0,-3,16
S002,S002-Q070,A1,Baseline,A1 vs Old under Baseline,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 45}",UNCHANGED_MISS,0,0,-8,8
S002,S002-Q070,A1,P2,A1 vs Old under P2,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 45}",UNCHANGED_MISS,0,0,-8,8
S002,S002-Q070,A2,Baseline,A2 vs Old under Baseline,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 41}",UNCHANGED_MISS,0,0,-4,4
S002,S002-Q070,A2,P2,A2 vs Old under P2,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 41}",UNCHANGED_MISS,0,0,-4,4
S002,S002-Q070,A3,Baseline,A3 vs Old under Baseline,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 22}",UNCHANGED_MISS,0,0,15,-15
S002,S002-Q070,A3,P2,A3 vs Old under P2,"{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 37}","{""95dce1c8-76eb-5c10-b622-b77e03c00526"": 22}",UNCHANGED_MISS,0,0,15,-15
S003,S003-Q007,A1,Baseline,A1 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q007,A1,P2,A1 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q007,A2,Baseline,A2 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q007,A2,P2,A2 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q007,A3,Baseline,A3 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q007,A3,P2,A3 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 1}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q011,A1,Baseline,A1 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}",UNCHANGED_HIT,0,1,0,3
S003,S003-Q011,A1,P2,A1 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}",UNCHANGED_HIT,0,1,0,3
S003,S003-Q011,A2,Baseline,A2 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}",UNCHANGED_HIT,0,1,0,4
S003,S003-Q011,A2,P2,A2 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}",UNCHANGED_HIT,0,1,0,4
S003,S003-Q011,A3,Baseline,A3 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 3}",UNCHANGED_HIT,0,1,-1,4
S003,S003-Q011,A3,P2,A3 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 3, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""aacabfac-ac8e-5c81-8f0b-9adc0eeeef33"": 3}",UNCHANGED_HIT,0,1,-1,4
S003,S003-Q013,A1,Baseline,A1 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}",UNCHANGED_HIT,0,0,-1,3
S003,S003-Q013,A1,P2,A1 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}",UNCHANGED_HIT,0,0,-2,3
S003,S003-Q013,A2,Baseline,A2 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 6}",HURT,0,1,-1,4
S003,S003-Q013,A2,P2,A2 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 8, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}",UNCHANGED_HIT,0,0,-2,3
S003,S003-Q013,A3,Baseline,A3 vs Old under Baseline,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 7, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 9, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 6}",HURT,0,1,-2,4
S003,S003-Q013,A3,P2,A3 vs Old under P2,"{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 6, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 2}","{""d84b52e5-9dec-53d0-8a9d-ddef9f5bd919"": 9, ""914dcda3-55d6-504a-9159-f6f54938f31f"": 5}",UNCHANGED_HIT,0,0,-3,3
S003,S003-Q014,A1,Baseline,A1 vs Old under Baseline,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 2}",UNCHANGED_HIT,0,0,-1,1
S003,S003-Q014,A1,P2,A1 vs Old under P2,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 2}",UNCHANGED_HIT,0,0,-1,1
S003,S003-Q014,A2,Baseline,A2 vs Old under Baseline,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 4}",UNCHANGED_HIT,0,0,-3,3
S003,S003-Q014,A2,P2,A2 vs Old under P2,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 4}",UNCHANGED_HIT,0,0,-3,3
S003,S003-Q014,A3,Baseline,A3 vs Old under Baseline,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 2}",UNCHANGED_HIT,0,0,-1,1
S003,S003-Q014,A3,P2,A3 vs Old under P2,"{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 1}","{""22322d48-4d17-5d2e-8760-ab1acaeb9f0a"": 2}",UNCHANGED_HIT,0,0,-1,1
S003,S003-Q021,A1,Baseline,A1 vs Old under Baseline,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 14}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 17}",UNCHANGED_MISS,0,0,-3,3
S003,S003-Q021,A1,P2,A1 vs Old under P2,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 17}",UNCHANGED_MISS,0,0,-1,1
S003,S003-Q021,A2,Baseline,A2 vs Old under Baseline,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 14}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}",UNCHANGED_MISS,0,0,-2,2
S003,S003-Q021,A2,P2,A2 vs Old under P2,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}",UNCHANGED_MISS,0,0,0,0
S003,S003-Q021,A3,Baseline,A3 vs Old under Baseline,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 14}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 13}",UNCHANGED_MISS,0,0,1,-1
S003,S003-Q021,A3,P2,A3 vs Old under P2,"{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 16}","{""1b59ffe6-5fba-511e-b39a-6529e998d6ca"": 14}",UNCHANGED_MISS,0,0,2,-2
S003,S003-Q022,A1,Baseline,A1 vs Old under Baseline,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 3}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 15, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 6}",HURT,0,2,-3,14
S003,S003-Q022,A1,P2,A1 vs Old under P2,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 5}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 16, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 2}",UNCHANGED_HIT,0,1,3,15
S003,S003-Q022,A2,Baseline,A2 vs Old under Baseline,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 3}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 2, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 7}",UNCHANGED_HIT,0,1,-1,4
S003,S003-Q022,A2,P2,A2 vs Old under P2,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 5}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 3, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 5}",UNCHANGED_HIT,0,0,0,2
S003,S003-Q022,A3,Baseline,A3 vs Old under Baseline,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 3}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 2, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 8}",UNCHANGED_HIT,0,1,-1,5
S003,S003-Q022,A3,P2,A3 vs Old under P2,"{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 1, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 5}","{""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"": 2, ""bd6d22da-10ea-5784-b308-d3f5d1f57469"": 6}",UNCHANGED_HIT,0,1,-1,1
S003,S003-Q026,A1,Baseline,A1 vs Old under Baseline,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 6}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 12, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 4}",RESCUED,1,0,9,-2
S003,S003-Q026,A1,P2,A1 vs Old under P2,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 14}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 14, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 6}",UNCHANGED_MISS,0,0,8,-7
S003,S003-Q026,A2,Baseline,A2 vs Old under Baseline,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 6}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 17, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 11}",UNCHANGED_MISS,0,0,4,5
S003,S003-Q026,A2,P2,A2 vs Old under P2,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 14}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 18, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 13}",UNCHANGED_MISS,0,0,3,-1
S003,S003-Q026,A3,Baseline,A3 vs Old under Baseline,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 6}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 9, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 3}",RESCUED,1,0,12,-3
S003,S003-Q026,A3,P2,A3 vs Old under P2,"{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 21, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 14}","{""cee54426-e3ab-5ae2-aaab-81de729e05f3"": 15, ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2"": 9}",UNCHANGED_MISS,0,0,6,-5
S003,S003-Q028,A1,Baseline,A1 vs Old under Baseline,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 2}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}",UNCHANGED_HIT,0,0,1,-1
S003,S003-Q028,A1,P2,A1 vs Old under P2,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}",UNCHANGED_HIT,0,0,0,0
S003,S003-Q028,A2,Baseline,A2 vs Old under Baseline,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 2}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 4}",UNCHANGED_HIT,0,0,-2,2
S003,S003-Q028,A2,P2,A2 vs Old under P2,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}",UNCHANGED_HIT,0,0,0,0
S003,S003-Q028,A3,Baseline,A3 vs Old under Baseline,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 2}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 2}",UNCHANGED_HIT,0,0,0,0
S003,S003-Q028,A3,P2,A3 vs Old under P2,"{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 1}","{""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5"": 2}",UNCHANGED_HIT,0,0,-1,1
S003,S003-Q033,A1,Baseline,A1 vs Old under Baseline,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 19, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 17}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 23, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 26}",UNCHANGED_MISS,0,0,-4,9
S003,S003-Q033,A1,P2,A1 vs Old under P2,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 15, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 13}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 13, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 25}",UNCHANGED_MISS,0,0,2,12
S003,S003-Q033,A2,Baseline,A2 vs Old under Baseline,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 19, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 17}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 13, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 22}",UNCHANGED_MISS,0,0,6,5
S003,S003-Q033,A2,P2,A2 vs Old under P2,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 15, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 13}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 15, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 26}",UNCHANGED_MISS,0,0,0,13
S003,S003-Q033,A3,Baseline,A3 vs Old under Baseline,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 19, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 17}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 12, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 23}",UNCHANGED_MISS,0,0,7,6
S003,S003-Q033,A3,P2,A3 vs Old under P2,"{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 15, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 13}","{""c96d749e-7c02-5289-ab48-fd03586dd5b1"": 5, ""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 21}",RESCUED,1,0,10,8
S003,S003-Q035,A1,Baseline,A1 vs Old under Baseline,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 11}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 24}",UNCHANGED_MISS,0,0,-13,13
S003,S003-Q035,A1,P2,A1 vs Old under P2,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 7}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 22}",UNCHANGED_MISS,0,0,-15,15
S003,S003-Q035,A2,Baseline,A2 vs Old under Baseline,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 11}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 28}",UNCHANGED_MISS,0,0,-17,17
S003,S003-Q035,A2,P2,A2 vs Old under P2,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 7}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 24}",UNCHANGED_MISS,0,0,-17,17
S003,S003-Q035,A3,Baseline,A3 vs Old under Baseline,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 11}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 27}",UNCHANGED_MISS,0,0,-16,16
S003,S003-Q035,A3,P2,A3 vs Old under P2,"{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 7}","{""1b535a84-9ae4-50ee-bbda-1d7ba186183e"": 18}",UNCHANGED_MISS,0,0,-11,11
S003,S003-Q039,A1,Baseline,A1 vs Old under Baseline,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 4, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 29}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 6, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 11}",HURT,0,1,18,2
S003,S003-Q039,A1,P2,A1 vs Old under P2,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 6, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 23}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 22, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 19}",UNCHANGED_MISS,0,0,4,16
S003,S003-Q039,A2,Baseline,A2 vs Old under Baseline,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 4, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 29}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 9, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 20}",HURT,0,1,9,5
S003,S003-Q039,A2,P2,A2 vs Old under P2,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 6, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 23}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 18, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 15}",UNCHANGED_MISS,0,0,8,12
S003,S003-Q039,A3,Baseline,A3 vs Old under Baseline,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 4, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 29}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 8, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 9}",HURT,0,1,20,4
S003,S003-Q039,A3,P2,A3 vs Old under P2,"{""4ed05884-3478-5a91-a63f-3067fd41956d"": 6, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 23}","{""4ed05884-3478-5a91-a63f-3067fd41956d"": 27, ""c94687e6-820c-5c03-a774-40d03e0f70be"": 16}",UNCHANGED_MISS,0,0,7,21
