comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,Model,Type,extreme_movement
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,5,2,0.6651113629341125,0.5537994503974915,-0.1113119125366211,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6499589681625366,0.5400633215904236,-0.10989564657211304,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,4,-1,0.6119412183761597,0.4933287799358368,-0.11861243844032288,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,14,1,0.5855612754821777,0.4509795308113098,-0.13458174467086792,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,6,1,0.6343926787376404,0.504751443862915,-0.12964123487472534,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,10,-4,0.5726884603500366,0.46504005789756775,-0.10764840245246887,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,5,7,0.5834260582923889,0.5050225257873535,-0.0784035325050354,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,21,0,0.54683518409729,0.45073840022087097,-0.09609678387641907,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,11,6,0.5243327021598816,0.465308278799057,-0.059024423360824585,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,13,-11,0.6725355982780457,0.5470327138900757,-0.12550288438796997,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,12,17,0.5633748769760132,0.5506099462509155,-0.012764930725097656,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,19,-13,0.5420230627059937,0.41765910387039185,-0.1243639588356018,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,23,10,0.4599473774433136,0.36479949951171875,-0.09514787793159485,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,8,7,0.5070860385894775,0.40648719668388367,-0.10059884190559387,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,17,5,0.5056788325309753,0.49068161845207214,-0.014997214078903198,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,9,1,0.5986801981925964,0.5635519623756409,-0.035128235816955566,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,13,2,0.592033326625824,0.5464832186698914,-0.04555010795593262,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,19,22,0.4069212079048157,0.35585296154022217,-0.051068246364593506,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,1,10,0.4789794087409973,0.42682018876075745,-0.05215921998023987,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,12,-9,0.5221919417381287,0.44955524802207947,-0.0726366937160492,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,15,4,0.4438685476779938,0.4610497057437897,0.0171811580657959,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,2,16,0.4406288266181946,0.46212247014045715,0.021493643522262573,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,11,3,0.4429168999195099,0.42127418518066406,-0.021642714738845825,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,2,-1,0.48954805731773376,0.4658524990081787,-0.023695558309555054,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,13,5,0.4069208800792694,0.40574559569358826,-0.0011752843856811523,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,2,2,0.4601253867149353,0.43014565110206604,-0.029979735612869263,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,12,4,0.6070505380630493,0.5393412709236145,-0.06770926713943481,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,45,9,0.5469114780426025,0.48152005672454834,-0.0653914213180542,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,21,3,0.5937093496322632,0.5161991715431213,-0.07751017808914185,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,37,-32,0.5364928841590881,0.4340018928050995,-0.10249099135398865,BalyasnyAI/multilingual-e5-base,金融,TOP5_TO_OUTSIDE20
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,24,23,0.482970654964447,0.4482695758342743,-0.03470107913017273,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,35,-5,0.6417790651321411,0.5037710070610046,-0.13800805807113647,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,36,-24,0.6042231917381287,0.5050521492958069,-0.09917104244232178,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,70,-22,0.5702548027038574,0.4545089602470398,-0.11574584245681763,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,27,-5,0.5237754583358765,0.4702145755290985,-0.053560882806777954,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,2,1,0.5488320589065552,0.5321660041809082,-0.016666054725646973,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,30,-7,0.5221955180168152,0.46216145157814026,-0.06003406643867493,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.35100364685058594,0.27447664737701416,-0.07652699947357178,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,7,0,0.5022115111351013,0.416562020778656,-0.08564949035644531,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.5572919249534607,-0.06378698348999023,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,9,-1,0.593585193157196,0.4741498827934265,-0.11943531036376953,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,5,7,-2,0.6157102584838867,0.5062369108200073,-0.1094733476638794,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,2,4,-2,0.5244457125663757,0.4380377531051636,-0.08640795946121216,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,11,6,5,0.6970088481903076,0.6367151737213135,-0.06029367446899414,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,3,4,-1,0.7119752168655396,0.6665030121803284,-0.04547220468521118,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,3,1,0.7066170573234558,0.6835028529167175,-0.02311420440673828,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,14,4,0.7261838316917419,0.6690149307250977,-0.05716890096664429,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,7,7,0.7453212141990662,0.7000477313995361,-0.04527348279953003,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,3,5,0.7841389775276184,0.587540864944458,-0.1965981125831604,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,12,-7,0.6531623601913452,0.5502928495407104,-0.10286951065063477,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,11,8,0.60422682762146,0.5528591275215149,-0.05136770009994507,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,4,-1,0.5494986772537231,0.4467461407184601,-0.10275253653526306,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,13,-9,0.5578400492668152,0.5350714325904846,-0.022768616676330566,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,3,18,0.489423006772995,0.5573464632034302,0.06792345643043518,BalyasnyAI/multilingual-e5-base,金融,OUTSIDE20_TO_TOP5
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,6,-2,0.5434472560882568,0.45254331827163696,-0.09090393781661987,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,28,12,0.30329322814941406,0.2974490225315094,-0.005844205617904663,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,14,14,0.3380138576030731,0.32928064465522766,-0.008733212947845459,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,18,4,0.5372671484947205,0.4942569136619568,-0.04301023483276367,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,15,21,0.5712360143661499,0.5763000845909119,0.005064070224761963,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,24,-7,0.6142544746398926,0.5571057796478271,-0.05714869499206543,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,33,-8,0.5234483480453491,0.4189046621322632,-0.10454368591308594,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,14,19,0.5125783085823059,0.45716023445129395,-0.05541807413101196,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,25,-22,0.6123521327972412,0.5121762156486511,-0.10017591714859009,BalyasnyAI/multilingual-e5-base,金融,TOP5_TO_OUTSIDE20
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,10,16,0.4568561911582947,0.5139121413230896,0.05705595016479492,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,2,10,0.4582591652870178,0.45687782764434814,-0.0013813376426696777,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,20,-18,0.47814619541168213,0.38411322236061096,-0.09403297305107117,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,7,8,0.42474165558815,0.39300259947776794,-0.03173905611038208,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,17,5,0.41263967752456665,0.37155020236968994,-0.04108947515487671,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,14,-10,0.5201765894889832,0.47369781136512756,-0.04647877812385559,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.30105873942375183,-0.18841513991355896,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.4091431200504303,0.3269425630569458,-0.0822005569934845,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.3614669144153595,-0.08686193823814392,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4276643693447113,0.32061952352523804,-0.10704484581947327,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,2,-1,0.4773827791213989,0.405870258808136,-0.07151252031326294,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,6,-2,0.42706114053726196,0.316378653049469,-0.11068248748779297,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,3,1,0.5493555665016174,0.46371522545814514,-0.08564034104347229,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,2,9,0.5612436532974243,0.5203332901000977,-0.04091036319732666,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,17,-3,0.5384949445724487,0.44152215123176575,-0.09697279334068298,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,12,-7,0.6158711314201355,0.4418160915374756,-0.1740550398826599,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,4,6,0.5733019709587097,0.4623194932937622,-0.11098247766494751,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,8,5,0.5440734028816223,0.5203955173492432,-0.02367788553237915,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6653862595558167,0.5512225031852722,-0.11416375637054443,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,14,-12,0.6522879004478455,0.4941015839576721,-0.15818631649017334,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,3,2,0.6095507144927979,0.580916702747345,-0.02863401174545288,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,31,-10,0.46689894795417786,0.35096561908721924,-0.11593332886695862,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,25,-16,0.5086044073104858,0.36358779668807983,-0.145016610622406,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,7,11,0.5557105541229248,0.4872225522994995,-0.06848800182342529,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,39,-23,0.5743467211723328,0.4077122211456299,-0.16663450002670288,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,16,-15,0.650495707988739,0.4719202518463135,-0.17857545614242554,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,1,0,0.6233232617378235,0.5907806158065796,-0.032542645931243896,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,3,-2,0.6313807368278503,0.542236864566803,-0.08914387226104736,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,19,7,0.5303848385810852,0.48452967405319214,-0.045855164527893066,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,19,5,0.5050852298736572,0.4059600830078125,-0.09912514686584473,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,2,5,0.5447832942008972,0.4768606722354889,-0.06792262196540833,BalyasnyAI/multilingual-e5-base,金融,
BalyasnyAI/multilingual-e5-base vs BAAI/bge-small-zh-v1.5,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,19,-2,0.5247721672058105,0.46780943870544434,-0.05696272850036621,BalyasnyAI/multilingual-e5-base,金融,
Alibaba-NLP/gte-multilingual-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,2,1,0.428148090839386,0.64980548620224,0.221657395362854,Alibaba-NLP/gte-multilingual-base,通用,
Alibaba-NLP/gte-multilingual-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,7,-3,0.466714084148407,0.5874390006065369,0.12072491645812988,Alibaba-NLP/gte-multilingual-base,通用,
Alibaba-NLP/gte-multilingual-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,6,-5,0.5079617500305176,0.5882096290588379,0.08024787902832031,Alibaba-NLP/gte-multilingual-base,通用,
Alibaba-NLP/gte-multilingual-base vs BAAI/bge-small-zh-v1.5,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,6,0,0.5258427858352661,0.6492774486541748,0.12343466281890869,Alibaba-NLP/gte-multilingual-base,通用,
