query_id,gold_page_id,gold_source_turn_id,候选 Add Prompt,Query 检索方式,Gold movement,Production rank,Candidate rank,TASK_added,TASK_lost,TASK_preserved,SUBJECT_added,SUBJECT_lost,SUBJECT_preserved,TIME_added,TIME_lost,TIME_preserved,INDICATOR_added,INDICATOR_lost,INDICATOR_preserved,NUMBER_added,NUMBER_lost,NUMBER_preserved,STATE_added,STATE_lost,STATE_preserved,RELATION_added,RELATION_lost,RELATION_preserved,DEPENDENCY_added,DEPENDENCY_lost,DEPENDENCY_preserved,EVIDENCE_LIMIT_added,EVIDENCE_LIMIT_lost,EVIDENCE_LIMIT_preserved,KEYWORD_added,KEYWORD_lost,KEYWORD_preserved,JUDGMENT_added,JUDGMENT_lost,JUDGMENT_preserved
S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,最小改动 Add Prompt,上下文引用解析后检索,DEMOTED,5,10,[],"[""可复算性""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]",[],"[""PREVIOUS_TURN""]",[],[],[],"[""来源限制""]","[""同比分析"", ""归母股东权益"", ""总资产""]","[""先升后降"", ""同比"", ""年度报告""]","[""2023-2025"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""近似杠杆""]",[],"[""判断"", ""确认""]","[""结论""]"
S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,多检索入口保留 Add Prompt,原始问题直接检索,DEMOTED,5,9,[],[],"[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""拐点""]",[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]",[],[],"[""PREVIOUS_TURN""]",[],[],"[""来源限制""]","[""归母股东权益"", ""总资产""]","[""先升后降"", ""年度报告""]","[""2023-2025"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""近似杠杆""]",[],[],"[""判断"", ""确认"", ""结论""]"
S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,多检索入口保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,9,[],[],"[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""拐点""]",[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]",[],[],"[""PREVIOUS_TURN""]",[],[],"[""来源限制""]","[""归母股东权益"", ""总资产""]","[""先升后降"", ""年度报告""]","[""2023-2025"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""近似杠杆""]",[],[],"[""判断"", ""确认"", ""结论""]"
S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,任务 + 证据链保留 Add Prompt,原始问题直接检索,DEMOTED,5,8,[],[],"[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2024""]",[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]","[""CONTINUATION""]",[],"[""PREVIOUS_TURN""]","[""口径限制""]",[],"[""来源限制""]","[""归母股东权益"", ""总资产""]","[""先升后降"", ""年度报告""]","[""2023-2025"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""近似杠杆""]",[],"[""判断""]","[""确认"", ""结论""]"
S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,8,[],[],"[""原因解释"", ""口径核验"", ""可复算性"", ""同比解释"", ""拐点定位"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2024""]",[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""+1.64%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""1225114731"", ""17，"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""3,038.35""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""连续上升""]",[],[],"[""同比""]","[""CONTINUATION""]",[],"[""PREVIOUS_TURN""]","[""口径限制""]",[],"[""来源限制""]","[""归母股东权益"", ""总资产""]","[""先升后降"", ""年度报告""]","[""2023-2025"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台"", ""近似杠杆""]",[],"[""判断""]","[""确认"", ""结论""]"
S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,原始问题直接检索,DEMOTED,5,17,"[""信息缺口""]","[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""信息缺口"", ""同步""]",[],"[""先升后降"", ""拐点"", ""连续上升""]","[""同步""]","[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""同比分析"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""财务指标""]","[""同比"", ""年报"", ""收入"", ""效率判断"", ""权益"", ""资产""]","[""2023-2025"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,上下文引用解析后检索,DEMOTED,5,17,"[""信息缺口""]","[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""信息缺口"", ""同步""]",[],"[""先升后降"", ""拐点"", ""连续上升""]","[""同步""]","[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""同比分析"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""财务指标""]","[""同比"", ""年报"", ""收入"", ""效率判断"", ""权益"", ""资产""]","[""2023-2025"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,多检索入口保留 Add Prompt,原始问题直接检索,DEMOTED,5,8,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""内控审计"", ""年报来源"", ""拐点"", ""收入利润资产权益""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,多检索入口保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,8,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""内控审计"", ""年报来源"", ""拐点"", ""收入利润资产权益""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,任务 + 证据链保留 Add Prompt,原始问题直接检索,DEMOTED,5,9,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""2024""]",[],"[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],[],[],"[""来源限制""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,9,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""2024""]",[],"[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],[],[],"[""来源限制""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,原始问题直接检索,DEMOTED,5,28,"[""信息缺口""]","[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""信息缺口"", ""同步""]",[],"[""先升后降"", ""拐点"", ""连续上升""]","[""同步""]","[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""同比分析"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""财务指标""]","[""同比"", ""年报"", ""收入"", ""效率判断"", ""权益"", ""资产""]","[""2023-2025"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,最小改动 Add Prompt,上下文引用解析后检索,DEMOTED,5,28,"[""信息缺口""]","[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""信息缺口"", ""同步""]",[],"[""先升后降"", ""拐点"", ""连续上升""]","[""同步""]","[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""同比分析"", ""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入"", ""财务指标""]","[""同比"", ""年报"", ""收入"", ""效率判断"", ""权益"", ""资产""]","[""2023-2025"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,多检索入口保留 Add Prompt,原始问题直接检索,DEMOTED,5,19,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""内控审计"", ""年报来源"", ""拐点"", ""收入利润资产权益""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,多检索入口保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,19,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""1,476.94"", ""1,688.38"", ""1,708.99"", ""2,156.69"", ""2,331.06"", ""2,446.38"", ""2,727"", ""2,989.45"", ""2024"", ""3,038.35""]","[""1476.94"", ""1688.38"", ""1708.99"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35""]","[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""17"", ""2023"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],"[""信息缺口""]",[],"[""来源限制""]","[""内控审计"", ""年报来源"", ""拐点"", ""收入利润资产权益""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,任务 + 证据链保留 Add Prompt,原始问题直接检索,DEMOTED,5,13,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""2024""]",[],"[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],[],[],"[""来源限制""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,任务 + 证据链保留 Add Prompt,上下文引用解析后检索,DEMOTED,5,13,[],"[""判断修订""]","[""原因解释"", ""口径核验"", ""同比解释"", ""拐点定位"", ""效率判断"", ""杠杆分析"", ""来源核验"", ""盈利质量""]",[],[],"[""贵州茅台""]","[""2023年"", ""2024年""]",[],"[""2023"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""2024""]",[],"[""+1.64%"", ""+15.38%"", ""+15.71%"", ""+4.95%"", ""+8.09%"", ""+9.62%"", ""-1.21%"", ""-4.53%"", ""04"", ""1476.94"", ""1688.38"", ""17"", ""1708.99"", ""2023"", ""2025"", ""2026"", ""2156.69"", ""2331.06"", ""2446.38"", ""2727"", ""2989.45"", ""3038.35"", ""747.34"", ""823.20"", ""862.28""]",[],[],"[""先升后降"", ""拐点"", ""连续上升""]",[],"[""修订""]","[""同比""]",[],"[""REVISION""]",[],[],[],"[""来源限制""]","[""归母净利润"", ""归母股东权益"", ""总资产"", ""营业收入""]","[""年报"", ""收入"", ""权益"", ""资产""]","[""2023-2025"", ""同比"", ""效率判断"", ""贵州茅台""]",[],"[""修订""]","[""判断"", ""确认"", ""结论""]"
S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,多检索入口保留 Add Prompt,原始问题直接检索,PROMOTED,13,3,[],[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""营业收入""]","[""1225114731""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""拐点""]",[],"[""不同步"", ""先升后降"", ""同步""]",[],[],"[""不同步"", ""同步"", ""同比""]",[],[],[],"[""信息缺口""]",[],"[""口径限制"", ""来源限制""]","[""证据分级""]","[""年度报告""]","[""2023-2025"", ""三年口径"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]","[""确认""]","[""支持"", ""结论""]","[""判断""]"
S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,多检索入口保留 Add Prompt,上下文引用解析后检索,PROMOTED,13,3,[],[],"[""原因解释"", ""口径核验"", ""同步比较"", ""同比解释"", ""拐点定位"", ""来源核验"", ""盈利质量"", ""证据分级""]",[],[],"[""贵州茅台""]",[],[],"[""2023"", ""2023年"", ""2024年"", ""2025"", ""2025年"", ""2026""]",[],[],"[""归母净利润"", ""营业收入""]","[""1225114731""]",[],"[""+15.38%"", ""+15.71%"", ""-1.21%"", ""-4.53%"", ""04"", ""1,476.94"", ""1,688.38"", ""1,708.99"", ""17"", ""2023"", ""2024"", ""2025"", ""2026"", ""747.34"", ""823.20"", ""862.28""]","[""拐点""]",[],"[""不同步"", ""先升后降"", ""同步""]",[],[],"[""不同步"", ""同步"", ""同比""]",[],[],[],"[""信息缺口""]",[],"[""口径限制"", ""来源限制""]","[""证据分级""]","[""年度报告""]","[""2023-2025"", ""三年口径"", ""先升后降"", ""同比"", ""归母净利润"", ""营业收入"", ""贵州茅台""]","[""确认""]","[""支持"", ""结论""]","[""判断""]"
