Session,Query ID,Add 方式,Transition,Production Gold ranks,Context Gold ranks,Promoted Gold,Demoted Gold,Max promotion,Max demotion
S005,S005-Q028,Production Add + 最近上文及下文,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 7}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 12}",0,0,-5,5
S005,S005-Q033,Production Add + 最近上文及下文,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 6, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 1, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}",1,0,5,0
S005,S005-Q035,Production Add + 最近上文及下文,UNCHANGED_MISS,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 18}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 7}",0,0,11,-11
S005,S005-Q039,Production Add + 最近上文及下文,HURT,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 32, ""a9136ff5-7fca-58fe-8907-08b361042647"": 1}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 23, ""a9136ff5-7fca-58fe-8907-08b361042647"": 8}",0,1,9,7
S005,S005-Q042,Production Add + 最近上文及下文,HURT,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 3}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 17}",0,1,-14,14
S005,S005-Q044,Production Add + 最近上文及下文,RESCUED,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 27, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 16}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 16, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 1}",1,0,15,-11
S005,S005-Q049,Production Add + 最近上文及下文,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 2}",0,0,1,-1
S005,S005-Q052,Production Add + 最近上文及下文,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 5, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 29}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 2, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 30}",0,0,3,1
S005,S005-Q055,Production Add + 最近上文及下文,UNCHANGED_HIT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 14, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 3}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 23, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 3}",0,0,0,9
S005,S005-Q056,Production Add + 最近上文及下文,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 38}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 18}",0,0,20,-20
