comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,20,20,0,0.7250247001647949,0.7250247001647949,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,3,3,0,0.780027449131012,0.78841233253479,0.008384883403778076
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,6,4,2,0.7848321795463562,0.7934022545814514,0.008570075035095215
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,4,4,0,0.6726122498512268,0.671021580696106,-0.0015906691551208496
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,20,21,-1,0.6143819689750671,0.6143819689750671,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,10,9,1,0.5240914821624756,0.5240914821624756,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,2,2,0,0.5917911529541016,0.5917911529541016,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,27,30,-3,0.4679548442363739,0.45456168055534363,-0.013393163681030273
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,13,13,0,0.49509331583976746,0.49509331583976746,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,31,35,-4,0.32787737250328064,0.3182292878627777,-0.00964808464050293
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,26,30,-4,0.34723320603370667,0.3332119882106781,-0.014021217823028564
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,15,12,3,0.5485544800758362,0.5439398884773254,-0.004614591598510742
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,20,21,-1,0.6047713756561279,0.6002562642097473,-0.004515111446380615
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,11,13,-2,0.6321538686752319,0.6235382556915283,-0.008615612983703613
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,28,29,-1,0.5407252311706543,0.5292645692825317,-0.011460661888122559
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,4,6,-2,0.6051599979400635,0.5881443619728088,-0.01701563596725464
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,19,18,1,0.5697416663169861,0.5627955198287964,-0.006946146488189697
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,13,18,-5,0.5023209452629089,0.4797303378582001,-0.022590607404708862
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,18,20,-2,0.45129576325416565,0.433406800031662,-0.017888963222503662
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,13,16,-3,0.46497607231140137,0.4420129954814911,-0.02296307682991028
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,6,5,1,0.468855082988739,0.458721786737442,-0.010133296251296997
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,10,10,0,0.4467557370662689,0.43217581510543823,-0.014579921960830688
Production Add + 最近上文：去除 User vs 原始 formatter,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,21,24,-3,0.4867675006389618,0.47277525067329407,-0.013992249965667725
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,3,3,0,0.5003873109817505,0.4971684515476227,-0.0032188594341278076
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.4176824688911438,0.4160272479057312,-0.0016552209854125977
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4592652916908264,0.4532143175601959,-0.006050974130630493
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4404851198196411,0.43858715891838074,-0.001897960901260376
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.5172436833381653,0.4957162141799927,-0.021527469158172607
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,3,3,0,0.46451783180236816,0.4476875066757202,-0.01683032512664795
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,5,3,2,0.5518825650215149,0.5538957118988037,0.0020131468772888184
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,9,10,-1,0.579734742641449,0.5641663670539856,-0.015568375587463379
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,12,2,0.5335391759872437,0.5466426014900208,0.0131034255027771
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,4,1,0.6249919533729553,0.6259898543357849,0.0009979009628295898
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,4,2,2,0.6265996098518372,0.6265996098518372,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,12,1,0.5588518381118774,0.5588518381118774,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6596545577049255,0.6495147347450256,-0.010139822959899902
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,18,17,1,0.5771560668945312,0.5688369274139404,-0.00831913948059082
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,19,15,4,0.5807787179946899,0.5860965847969055,0.005317866802215576
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,29,27,2,0.4287252128124237,0.43399348855018616,0.005268275737762451
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,8,7,1,0.5236003994941711,0.5181316137313843,-0.005468785762786865
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,25,25,0,0.534143328666687,0.534143328666687,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,27,26,1,0.5565149784088135,0.5565149784088135,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,8,13,-5,0.5924892425537109,0.5833469033241272,-0.00914233922958374
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,3,2,1,0.5798047184944153,0.572752058506012,-0.00705265998840332
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,2,3,-1,0.62593674659729,0.6041401624679565,-0.021796584129333496
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,42,41,1,0.48668235540390015,0.48668235540390015,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,45,43,2,0.44198620319366455,0.44198620319366455,0.0
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,4,7,-3,0.5435043573379517,0.5228681564331055,-0.02063620090484619
Production Add + 最近上文：去除 User vs 原始 formatter,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,36,36,0,0.4815294146537781,0.4815294146537781,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.41878294944763184,0.428148090839386,0.00936514139175415
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,4,0,0.47687625885009766,0.466714084148407,-0.010162174701690674
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,1,0,0.5079617500305176,0.5079617500305176,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,6,0,0.5193209648132324,0.5258427858352661,0.006521821022033691
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,5,0,0.5786083340644836,0.5786083340644836,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,3,0,0.6154555082321167,0.6154555082321167,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,7,0,0.6190251111984253,0.6190251111984253,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,14,13,1,0.5578075647354126,0.5578075647354126,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,12,11,1,0.5649251937866211,0.5649251937866211,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,3,0,0.6154380440711975,0.6154380440711975,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,12,0,0.544538140296936,0.544538140296936,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,3,0,0.4967461824417114,0.4967461824417114,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,2,0,0.5816625952720642,0.5816625952720642,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,24,0,0.4725983738899231,0.4725983738899231,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,23,0,0.39940428733825684,0.39940428733825684,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,2,1,1,0.520713210105896,0.520713210105896,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,7,13,-6,0.48542940616607666,0.4627559781074524,-0.022673428058624268
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,5,7,-2,0.5247803926467896,0.516326904296875,-0.00845348834991455
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,4,0,0.4226962924003601,0.41738826036453247,-0.005308032035827637
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,6,0,0.41101235151290894,0.41101235151290894,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,11,0,0.6062599420547485,0.6024776697158813,-0.0037822723388671875
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.3655058443546295,0.37535619735717773,0.009850353002548218
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.3523804247379303,0.35073208808898926,-0.00164833664894104
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,5,0,0.377397358417511,0.3698793947696686,-0.007517963647842407
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.34668970108032227,0.3458166718482971,-0.0008730292320251465
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,6,5,1,0.3912751078605652,0.3781711459159851,-0.013103961944580078
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,6,0,0.47782114148139954,0.47782114148139954,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,15,0,0.6492847800254822,0.6479976177215576,-0.0012871623039245605
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,9,11,-2,0.718547523021698,0.7154013514518738,-0.0031461715698242188
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,7,0,0.7325950860977173,0.7325950860977173,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,9,8,1,0.6825543642044067,0.6824973225593567,-5.704164505004883e-05
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,12,10,2,0.6791412234306335,0.6791412234306335,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,2,0,0.7675782442092896,0.7513960599899292,-0.01618218421936035
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,1,2,-1,0.7699989080429077,0.7454124689102173,-0.02458643913269043
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,13,11,2,0.7210525870323181,0.7210525870323181,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,16,11,5,0.7214906811714172,0.7214906811714172,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,7,13,-6,0.6902915835380554,0.6772738099098206,-0.013017773628234863
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,1,2,-1,0.7430359721183777,0.7298577427864075,-0.013178229331970215
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,13,12,1,0.6979053020477295,0.6979053020477295,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,39,0,0.6558573842048645,0.6558573842048645,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,5,4,1,0.7309869527816772,0.7309869527816772,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,5,4,1,0.67808997631073,0.67808997631073,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,1,0,0.6072694063186646,0.6072694063186646,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,17,15,2,0.4818408787250519,0.4818408787250519,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,18,16,2,0.492669016122818,0.492669016122818,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,13,12,1,0.5007023811340332,0.5007023811340332,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,37,36,1,0.33248934149742126,0.33248934149742126,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,11,0,0.6479683518409729,0.6479683518409729,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,1,0,0.650933027267456,0.650933027267456,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,6,0,0.6310549378395081,0.6310549378395081,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.6374316811561584,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,11,0,0.5557289719581604,0.5550165176391602,-0.0007124543190002441
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,11,0,0.4726150631904602,0.4726150631904602,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.3476473391056061,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,4,0,0.4727919101715088,0.4727919101715088,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,1,0,0.5075337886810303,0.494103342294693,-0.01343044638633728
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,6,0,0.49814823269844055,0.49814823269844055,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,5,0,0.5069320797920227,0.5069320797920227,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.6167545914649963,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,7,0,0.6651113629341125,0.6651113629341125,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6567322611808777,0.6499589681625366,-0.0067732930183410645
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,4,3,1,0.6118106842041016,0.6119412183761597,0.00013053417205810547
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,17,15,2,0.5859116911888123,0.5855612754821777,-0.0003504157066345215
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,6,7,-1,0.6624844670295715,0.6343926787376404,-0.028091788291931152
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,6,0,0.5873060822486877,0.5726884603500366,-0.014617621898651123
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,8,12,-4,0.6081206202507019,0.5834260582923889,-0.02469456195831299
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,19,21,-2,0.5535697340965271,0.54683518409729,-0.0067345499992370605
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,19,17,2,0.5296291708946228,0.5243327021598816,-0.005296468734741211
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,3,2,1,0.6725355982780457,0.6725355982780457,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,27,29,-2,0.5726316571235657,0.5633748769760132,-0.00925678014755249
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,7,6,1,0.5461395978927612,0.5420230627059937,-0.004116535186767578
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,34,33,1,0.4599473774433136,0.4599473774433136,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,12,15,-3,0.5171701908111572,0.5070860385894775,-0.010084152221679688
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,27,22,5,0.5056788325309753,0.5056788325309753,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,6,10,-4,0.6238012313842773,0.5986801981925964,-0.025121033191680908
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,16,15,1,0.592033326625824,0.592033326625824,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,43,41,2,0.4069212079048157,0.4069212079048157,0.0
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,7,11,-4,0.4982851445674896,0.4789794087409973,-0.01930573582649231
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,4,3,1,0.5282428860664368,0.5221919417381287,-0.0060509443283081055
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,18,19,-1,0.4570159316062927,0.4438685476779938,-0.01314738392829895
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,22,18,4,0.451366126537323,0.4406288266181946,-0.010737299919128418
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,18,14,4,0.4545629322528839,0.4429168999195099,-0.011646032333374023
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,1,0,0.5128751993179321,0.48954805731773376,-0.023327142000198364
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,13,18,-5,0.42586222290992737,0.4069208800792694,-0.01894134283065796
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,6,4,2,0.4761373996734619,0.4601253867149353,-0.01601201295852661
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,17,16,1,0.6082732677459717,0.6070505380630493,-0.0012227296829223633
Production Add + 最近上文及下文：去除 User vs 原始 formatter,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,55,54,1,0.5452623963356018,0.5469114780426025,0.0016490817070007324
