session_id,query_id,original_query,gold_page_ids,baseline_actual_embedding_text,baseline_hit5,baseline_gold_ranks,baseline_gold_scores,P0_resolved_query,P0_actual_embedding_text,P0_changed,P0_hit5,P0_transition,P0_gold_ranks,P0_gold_scores,P2_resolved_query,P2_actual_embedding_text,P2_changed,P2_hit5,P2_transition,P2_gold_ranks,P2_gold_scores,P4_resolved_query,P4_actual_embedding_text,P4_changed,P4_hit5,P4_transition,P4_gold_ranks,P4_gold_scores
S003,S003-Q021,沿着上一轮的盈利结论，接下来重点看经营现金流是否跟得上；不要只比较2023年和2025年两个端点。,"[""1b59ffe6-5fba-511e-b39a-6529e998d6ca""]",沿着上一轮的盈利结论，接下来重点看经营现金流是否跟得上；不要只比较2023年和2025年两个端点。,False,[14],[0.6067447662353516],沿着上一轮的盈利结论，接下来重点看经营活动现金流净额是否跟得上归母净利润；不要只比较2023年和2025年两个端点。,沿着上一轮的盈利结论，接下来重点看经营活动现金流净额是否跟得上归母净利润；不要只比较2023年和2025年两个端点。,True,False,UNCHANGED_MISS,[16],[0.5892691612243652],沿着上一轮的盈利结论，接下来重点看经营活动现金流净额是否跟得上归母净利润；不要只比较2023年和2025年两个端点。,沿着上一轮的盈利结论，接下来重点看经营活动现金流净额是否跟得上归母净利润；不要只比较2023年和2025年两个端点。,True,False,UNCHANGED_MISS,[16],[0.5892691612243652],沿着上一轮的归母净利润结论，接下来重点看经营活动现金流净额是否跟得上；不要只比较2023年和2025年两个端点。,沿着上一轮的归母净利润结论，接下来重点看经营活动现金流净额是否跟得上；不要只比较2023年和2025年两个端点。,True,False,UNCHANGED_MISS,[16],[0.6002321243286133]
S003,S003-Q022,刚才看到的现金流三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,"[""4b59a558-4eb8-5c30-a40b-2e1cc9df12a2"", ""bd6d22da-10ea-5784-b308-d3f5d1f57469""]",刚才看到的现金流三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,True,"[1, 3]","[0.540005624294281, 0.5354854464530945]",刚才看到的经营活动现金流净额三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,刚才看到的经营活动现金流净额三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,"[1, 5]","[0.613099217414856, 0.5816530585289001]",刚才看到的经营活动现金流净额三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,刚才看到的经营活动现金流净额三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,"[1, 5]","[0.613099217414856, 0.5816530585289001]",刚才看到的经营活动现金流净额三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,刚才看到的经营活动现金流净额三年路径是连续变化还是中途反转；如果指标方向不同，请保留这种冲突。,True,True,UNCHANGED_HIT,"[1, 5]","[0.613099217414856, 0.5816530585289001]"
S003,S003-Q026,再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,"[""cee54426-e3ab-5ae2-aaab-81de729e05f3"", ""bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2""]",再结合总资产变化，前面的现金表现更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,False,"[21, 6]","[0.5021357536315918, 0.566022515296936]",再结合总资产变化，前面的经营活动现金流净额表现更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,再结合总资产变化，前面的经营活动现金流净额表现更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,True,False,UNCHANGED_MISS,"[21, 15]","[0.5109717845916748, 0.5664628148078918]",再结合总资产变化，前面的现金表现（经营活动现金流净额连续下降）更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,再结合总资产变化，前面的现金表现（经营活动现金流净额连续下降）更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,True,False,UNCHANGED_MISS,"[21, 14]","[0.5282920002937317, 0.5923358201980591]",再结合总资产变化，前面的经营活动现金流净额表现更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,再结合总资产变化，前面的经营活动现金流净额表现更像效率问题还是只能确认存在错位；把2024年这个中间点也保留下来。,True,False,UNCHANGED_MISS,"[21, 15]","[0.5109717845916748, 0.5664628148078918]"
S003,S003-Q028,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；请区分最新一年的边际变化和完整三年路径。,"[""9ca9c523-e56d-58df-aa6b-c54a80e3dbb5""]",我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；请区分最新一年的边际变化和完整三年路径。,True,[2],[0.4874832332134247],我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；请区分最新一年的边际变化和完整三年路径。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；请区分最新一年的边际变化和完整三年路径。,False,True,UNCHANGED_HIT,[2],[0.48748329281806946],我不想只听支持项，哪项前面已经出现的数字可能推翻经营活动现金流净额连续下降的现金质量结论；请区分最新一年的边际变化和完整三年路径。,我不想只听支持项，哪项前面已经出现的数字可能推翻经营活动现金流净额连续下降的现金质量结论；请区分最新一年的边际变化和完整三年路径。,True,True,UNCHANGED_HIT,[1],[0.576715350151062],我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；请区分最新一年的边际变化和完整三年路径。,我不想只听支持项，哪项前面已经出现的数字可能推翻现金质量结论；请区分最新一年的边际变化和完整三年路径。,False,True,UNCHANGED_HIT,[2],[0.48748329281806946]
S003,S003-Q033,上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,"[""c96d749e-7c02-5289-ab48-fd03586dd5b1"", ""1b535a84-9ae4-50ee-bbda-1d7ba186183e""]",上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,False,"[19, 17]","[0.47346293926239014, 0.4776647090911865]",上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,False,False,UNCHANGED_MISS,"[19, 17]","[0.4734629690647125, 0.47766467928886414]",上一轮的差异（营业收入与归母净利润的增减方向和幅度不匹配）具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,上一轮的差异（营业收入与归母净利润的增减方向和幅度不匹配）具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,True,False,UNCHANGED_MISS,"[15, 13]","[0.5715500116348267, 0.5745878219604492]",上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,上一轮的差异具体集中在哪个年度，能否把两段同比分别解释清楚；如果证据不足，直接说明缺口，不要补估计值。,False,False,UNCHANGED_MISS,"[19, 17]","[0.4734629690647125, 0.47766467928886414]"
S003,S003-Q035,基于前面的收入和利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,"[""1b535a84-9ae4-50ee-bbda-1d7ba186183e""]",基于前面的收入和利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,False,[11],[0.5142894387245178],基于前面的收入和利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,基于前面的收入和利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,False,False,UNCHANGED_MISS,[11],[0.5142894983291626],基于前面的营业收入和归母净利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,基于前面的营业收入和归母净利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,True,False,UNCHANGED_MISS,[7],[0.5711592435836792],基于前面的营业收入和归母净利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,基于前面的营业收入和归母净利润原数，近似利润率发生了什么变化；请用完整财年数据回答，不加入季度信息。,True,False,UNCHANGED_MISS,[7],[0.5711592435836792]
S003,S003-Q039,结合刚才的反证，前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,"[""4ed05884-3478-5a91-a63f-3067fd41956d"", ""c94687e6-820c-5c03-a774-40d03e0f70be""]",结合刚才的反证，前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,True,"[4, 29]","[0.5138795971870422, 0.42981383204460144]",结合刚才的反证，前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,结合刚才的反证，前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,False,True,UNCHANGED_HIT,"[4, 29]","[0.5138795375823975, 0.4298138916492462]",结合刚才的反证（归母股东权益呈连续上升，总资产呈连续上升），前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,结合刚才的反证（归母股东权益呈连续上升，总资产呈连续上升），前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,True,False,HURT,"[6, 23]","[0.6036669015884399, 0.5550810694694519]",结合刚才的反证，前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,结合刚才的反证，前面有哪些表述需要降级或修正；不要只比较2023年和2025年两个端点。,False,True,UNCHANGED_HIT,"[4, 29]","[0.5138795375823975, 0.4298138916492462]"
S003,S003-Q042,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,"[""82bf5c46-13d0-5fb7-9826-308047a68fc7""]",刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,False,[12],[0.5011759400367737],刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,[12],[0.5011759996414185],刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,[12],[0.5011759996414185],刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,刚才确认了来源，再检查三年比较数是否存在单位、主体或重述口径差异；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,[12],[0.5011759996414185]
S003,S003-Q044,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,"[""ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa"", ""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c""]",刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,False,"[37, 22]","[0.4009626805782318, 0.44993260502815247]",刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,False,False,UNCHANGED_MISS,"[37, 22]","[0.4009627103805542, 0.44993263483047485]",刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,False,False,UNCHANGED_MISS,"[37, 22]","[0.4009627103805542, 0.44993263483047485]",刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,刚才的三层证据中，哪些措辞已经超过事实本身能够支持的强度；把2024年这个中间点也保留下来。,False,False,UNCHANGED_MISS,"[37, 22]","[0.4009627103805542, 0.44993263483047485]"
S003,S003-Q049,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,"[""2316a391-e779-530b-ac2f-055182347d32""]",如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,False,[25],[0.39701777696609497],如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,False,False,UNCHANGED_MISS,[25],[0.39701777696609497],如果把刚才的风险点（经营活动现金流净额连续下降）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,如果把刚才的风险点（经营活动现金流净额连续下降）交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,True,False,UNCHANGED_MISS,[24],[0.4596657454967499],如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,如果把刚才的风险点交给管理层，怎样问才能对应到具体披露而不是泛泛问原因；请先给结论，再说明三年依据。,False,False,UNCHANGED_MISS,[25],[0.39701777696609497]
S003,S003-Q052,刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断需要修订，请直接指出。,"[""bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c"", ""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f""]",刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断需要修订，请直接指出。,False,"[16, 36]","[0.4209011197090149, 0.3635977506637573]",刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断需要修订，请直接指出。,刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,"[16, 36]","[0.42090117931365967, 0.3635977804660797]",刚才的反例（归母净利润呈先升后降）与主结论（营业收入呈连续上升）冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,刚才的反例（归母净利润呈先升后降）与主结论（营业收入呈连续上升）冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,True,False,UNCHANGED_MISS,"[9, 36]","[0.5820356607437134, 0.5231874585151672]",刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断需要修订，请直接指出。,刚才的反例与主结论冲突在哪里，是口径问题还是指标本来就不同步；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,"[16, 36]","[0.42090117931365967, 0.3635977804660797]"
S003,S003-Q055,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,"[""cc3a667e-ea49-5490-bb5c-5a4d9db97e6f"", ""9409734e-8235-5011-8c1a-60ed15ad9024""]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,False,"[50, 8]","[0.3734886050224304, 0.4666304290294647]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,False,False,UNCHANGED_MISS,"[50, 8]","[0.37348854541778564, 0.46663036942481995]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,False,False,UNCHANGED_MISS,"[50, 8]","[0.37348854541778564, 0.46663036942481995]",接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,接着用一个可复算比率检查刚才的基期判断，但不要把近似值当正式指标；先说明能确认的事实，再说还不能确认的原因。,False,False,UNCHANGED_MISS,"[50, 8]","[0.37348854541778564, 0.46663036942481995]"
S003,S003-Q056,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,"[""59d896c1-0734-53cf-821a-5728dd5fe548""]",把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,False,[25],[0.39264366030693054],把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,False,False,UNCHANGED_MISS,[25],[0.3926438093185425],把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮的计算（营业收入/期末总资产的近似周转检查）放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,True,False,UNCHANGED_MISS,[31],[0.42623037099838257],把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,把上一轮的计算放回证据层级，它属于披露事实还是分析工具；请从当前岗位最关心的证据开始回答。,False,False,UNCHANGED_MISS,[25],[0.3926438093185425]
S003,S003-Q063,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,"[""83b39f0f-a1ea-5e54-98aa-d61af4aee5f9""]",这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,[14],[0.42972472310066223],这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[14],[0.4297247529029846],这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[14],[0.4297247529029846],这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,这条证据链里如果有两个指标方向相反，前面的冲突应该怎样解释；结论要能直接接到下一轮继续追问。,False,False,UNCHANGED_MISS,[14],[0.4297247529029846]
S003,S003-Q065,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,"[""92bbf5d0-665d-52fa-92dd-d73231b6a2f4"", ""ad470150-cd72-5d94-9d96-467573c4b92b""]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,False,"[31, 33]","[0.39131292700767517, 0.38522157073020935]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,False,False,UNCHANGED_MISS,"[31, 33]","[0.3913128972053528, 0.38522157073020935]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,False,False,UNCHANGED_MISS,"[31, 33]","[0.3913128972053528, 0.38522157073020935]",修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,修订后重新区分事实、计算与判断，前面各轮的信息有没有被混在一起；回答时同时保留一项可能的反证。,False,False,UNCHANGED_MISS,"[31, 33]","[0.3913128972053528, 0.38522157073020935]"
S003,S003-Q066,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,"[""3e1cec0a-77e2-5463-865e-1f49b78e966c"", ""e6b075df-0710-53c0-a850-a6bc715553b6""]",接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,False,"[6, 39]","[0.4341575503349304, 0.34592118859291077]",接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,"[6, 39]","[0.43415749073028564, 0.345921128988266]",接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于证据分级的关系。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问关于证据分级的关系。,True,True,RESCUED,"[4, 40]","[0.4304228127002716, 0.3276005983352661]",接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,接着审查表达强度，哪些结论只能说“显示”而不能说“证明”；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,"[6, 39]","[0.43415749073028564, 0.345921128988266]"
S003,S003-Q070,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,"[""6e93a473-ae4a-524c-aee1-43aafd7f6bb0""]",沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,False,[6],[0.4145900309085846],沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,[6],[0.41459009051322937],沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,[6],[0.41459009051322937],沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,沿着上一轮的材料表达，再补全来源、限制和允许后续引用的中间结论；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,[6],[0.41459009051322937]
S003,S003-Q077,结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,"[""21f9ae05-f6a0-5cc5-af10-142d014dcf11"", ""96af7f08-1678-5164-9e1e-935a577a7d1b"", ""2fdaac5c-103c-5100-8480-7d15511a3658""]",结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,False,"[7, 67, 26]","[0.447327196598053, 0.32590147852897644, 0.41176116466522217]",结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,"[7, 67, 26]","[0.4473271667957306, 0.32590144872665405, 0.4117611348628998]",结合刚才的压力检验（归母净利润呈先升后降，总资产呈连续上升），冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才的压力检验（归母净利润呈先升后降，总资产呈连续上升），冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,True,True,RESCUED,"[3, 70, 13]","[0.6059979200363159, 0.4838414788246155, 0.5801041126251221]",结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,结合刚才的压力检验，冲突指标应当保留在正文还是降为提示；把结论写得可以回到公开来源复算。,False,False,UNCHANGED_MISS,"[7, 67, 26]","[0.4473271667957306, 0.32590144872665405, 0.4117611348628998]"
S003,S003-Q078,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,"[""70584af0-da6d-5ee7-9e7c-ad3f962ef545"", ""96af7f08-1678-5164-9e1e-935a577a7d1b""]",再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,"[8, 70]","[0.5034886598587036, 0.4027944505214691]",再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]",再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]",再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,再按来源可靠性检查一遍，前面的决策信息有没有引用二手推断；请明确哪些是年报原数、哪些是计算结果。,False,False,UNCHANGED_MISS,"[8, 70]","[0.5034887790679932, 0.4027945399284363]"
S003,S003-Q084,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,"[""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22""]",来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,False,[68],[0.457669198513031],来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,[68],[0.45766910910606384],来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（扣非归母净利润呈先升后降，归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露）的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断（扣非归母净利润呈先升后降，归母净利润呈先升后降）；别只复述数字，要说明它和上一问（现有数字分别来自哪份公开披露）的关系。,True,False,UNCHANGED_MISS,[65],[0.591045081615448],来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,来源确认以后，再看三年比较口径是否足以支撑前面的横向判断；别只复述数字，要说明它和上一问的关系。,False,False,UNCHANGED_MISS,[68],[0.45766910910606384]
S003,S003-Q088,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,"[""15caa01c-5d97-5da1-93ca-bbb8a8cf5f22"", ""dc75d4a6-dbec-512b-bed7-4048466382c6""]",修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,False,"[75, 22]","[0.34470492601394653, 0.42815840244293213]",修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断需要修订，请直接指出。,False,False,UNCHANGED_MISS,"[75, 22]","[0.3447049856185913, 0.42815840244293213]",修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的判断（营业收入呈连续上升，归母净利润呈先升后降）需要修订，请直接指出。,True,False,UNCHANGED_MISS,"[77, 49]","[0.46810898184776306, 0.5106473565101624]",修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的营业收入与归母净利润判断需要修订，请直接指出。,修订以后，向管理层追问原因时需要引用哪些具体年度和指标；如果前面的营业收入与归母净利润判断需要修订，请直接指出。,True,False,UNCHANGED_MISS,"[74, 48]","[0.44279077649116516, 0.48000937700271606]"
