Session,Query ID,Gold Page ID,Gold source_turn_id,完整实验配置,Add Prompt,Search 方案,Gold rank,Gold score,Gold hit Top5
S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,6,0.44664403796195984,False
S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,12,0.3909291923046112,False
S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,42,0.33652129769325256,False
S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,32,0.43173936009407043,False
S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,2,0.4711209535598755,True
S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,7,0.4023247957229614,False
S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,2,0.4531308710575104,True
S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,9,0.41829434037208557,False
S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,1,0.5017253160476685,True
S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,3,0.4594978094100952,True
S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,11,0.5081462264060974,False
S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,1,0.6334472894668579,True
S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,16,0.5099823474884033,False
S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,4,0.6175693273544312,True
S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,17,0.5549681186676025,False
S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,7,0.5747470259666443,False
S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,6,0.5896957516670227,False
S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,2,0.6193385124206543,True
S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,18,0.5682905912399292,False
S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,32,0.3987696170806885,False
S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,1,0.5428324937820435,True
S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,3,0.6224579811096191,True
S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,27,0.5472586154937744,False
S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,16,0.5634528398513794,False
S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,3,0.5986030101776123,True
S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,5,0.5705037713050842,True
S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,29,0.5134086012840271,False
S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,14,0.49585020542144775,False
S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,3,0.5418193936347961,True
S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,原 Production Add Prompt + 上下文引用解析后检索,原 Production Add Prompt,上下文引用解析后检索,38,0.4685676693916321,False
S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,3,0.3706693649291992,True
S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,5,0.4743606448173523,True
S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.5208567380905151,True
S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,9,0.4052826762199402,False
S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.47844916582107544,True
S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.6852206587791443,True
S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,11,0.5221859812736511,False
S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,17,0.5013545155525208,False
S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.5454917550086975,False
S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,16,0.4409469962120056,False
S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.48002174496650696,False
S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.5074282884597778,True
S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,5,0.4968814253807068,True
S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,25,0.4351491928100586,False
S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,25,0.3902859091758728,False
S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,4,0.49745485186576843,True
S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,27,0.4134416878223419,False
S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,15,0.5043781995773315,False
S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,9,0.4163743555545807,False
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,27,0.34786006808280945,False
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,10,0.4498288929462433,False
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,3,0.3790791630744934,True
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,4,0.37672513723373413,True
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.3995116651058197,True
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.37150537967681885,False
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,4,0.41154593229293823,True
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.46951448917388916,False
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.6662358641624451,False
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,6,0.7326748371124268,False
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,17,0.6677062511444092,False
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,5,0.7024127244949341,True
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,11,0.6805136203765869,False
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.6501091718673706,True
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.7559446096420288,True
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,18,0.7082333564758301,False
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,9,0.7011176943778992,False
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,13,0.6904821991920471,False
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.7253895998001099,True
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.7254946827888489,True
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,40,0.6190553903579712,False
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,11,0.7124402523040771,False
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,4,0.6960676908493042,True
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,5,0.5303038358688354,True
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.5046631693840027,False
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,9,0.515006422996521,False
S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.515408456325531,False
S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,38,0.33858561515808105,False
S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,36,0.3540847897529602,False
S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,3,0.5271225571632385,True
S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,19,0.4661399722099304,False
S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.5402913689613342,True
S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,35,0.4365690052509308,False
S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,38,0.3976735770702362,False
S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,3,0.3164888620376587,True
S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,6,0.44274434447288513,False
S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.5117702484130859,True
S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,8,0.45804861187934875,False
S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.5152491927146912,True
S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.5293975472450256,True
S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,7,0.6349101066589355,False
S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.5957953333854675,True
S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,11,0.49347788095474243,False
S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,10,0.557929277420044,False
S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,11,0.5566901564598083,False
S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,5,0.45705682039260864,True
S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,14,0.4774661362171173,False
S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,18,0.47094783186912537,False
S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,21,0.47931545972824097,False
S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,18,0.477265864610672,False
S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,32,0.4354611933231354,False
S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,12,0.49608755111694336,False
S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,34,0.39966991543769836,False
S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,20,0.4479284882545471,False
S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,30,0.3788144290447235,False
S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,24,0.38133710622787476,False
S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,23,0.3814467191696167,False
S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,43,0.3806881904602051,False
S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,20,0.43204325437545776,False
S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,37,0.36451956629753113,False
S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,6,0.4425692856311798,False
S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,35,0.38050416111946106,False
S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,26,0.3933488130569458,False
S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,15,0.3899281322956085,False
S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,10,0.4024888575077057,False
S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,6,0.43000271916389465,False
S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,13,0.43532422184944153,False
S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,72,0.3107285797595978,False
S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,34,0.3912389874458313,False
S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,7,0.510893702507019,False
S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,66,0.41628777980804443,False
S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,30,0.5018811225891113,False
S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,38,0.4012828767299652,False
S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,32,0.41005414724349976,False
S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,20,0.48855865001678467,False
S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,11,0.5046439170837402,False
S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,4,0.5340899229049683,True
S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.37490904331207275,True
S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,6,0.4743211269378662,False
S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,1,0.6333749890327454,True
S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,7,0.6002863645553589,False
S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,2,0.6334671974182129,True
S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,3,0.5026149153709412,True
S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,13,0.6965059041976929,False
S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,13,0.6386723518371582,False
S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,15,0.6312108039855957,False
S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,20,0.582581102848053,False
S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,19,0.6125531196594238,False
S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,保守调优 Add Prompt + 原始问题直接检索,保守调优 Add Prompt,原始问题直接检索,14,0.6557570099830627,False
