Session,Query ID,Search 方案,对照,Transition,原 Production Gold ranks,保守调优 Gold ranks,promoted_gold,demoted_gold,max_promotion,max_demotion
S004,S004-Q007,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 2}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 2}",0,0,0,0
S004,S004-Q011,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 6, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 6, ""75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4"": 1}",0,0,0,0
S004,S004-Q013,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 8, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 3}","{""9de4c8e1-1f2d-56af-8e3f-eaed84f7c238"": 8, ""d876eb51-66ba-5437-955a-25c3f405ef2f"": 2}",0,0,1,0
S004,S004-Q014,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 2}","{""a60bbf7a-8108-58fc-8b4a-1356764282aa"": 3}",0,0,-1,1
S004,S004-Q021,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 11}","{""112af49e-d51f-599c-ad67-5cc18432f1a8"": 13}",0,0,-2,2
S004,S004-Q022,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 2, ""1e8809d9-9426-51b9-9e17-039093174440"": 5}","{""1404aa4a-3c7a-565e-8e67-9f834683b3b2"": 10, ""1e8809d9-9426-51b9-9e17-039093174440"": 13}",0,2,-8,8
S004,S004-Q026,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 20, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 9}","{""7567fc91-4210-59bc-ac74-0cc3060edc83"": 17, ""fadb48cb-a45f-5f46-8f39-e18bd7dff4f1"": 13}",0,0,3,4
S004,S004-Q028,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,RESCUED,"{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 6}","{""f642437d-2d3c-5b95-a7f6-29f2e68c0a13"": 4}",1,0,2,-2
S004,S004-Q033,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""73b2fb55-c036-52ca-842e-cc784d317c61"": 11, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 19}","{""73b2fb55-c036-52ca-842e-cc784d317c61"": 12, ""dad4c589-bd44-5d61-917f-9435b971db4d"": 14}",0,0,5,1
S004,S004-Q035,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""dad4c589-bd44-5d61-917f-9435b971db4d"": 5}","{""dad4c589-bd44-5d61-917f-9435b971db4d"": 3}",0,0,2,-2
S004,S004-Q039,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""c022f180-c519-52a7-9c70-3f15928609b5"": 5, ""594016a4-b321-5143-a8c6-3923fed20111"": 21}","{""c022f180-c519-52a7-9c70-3f15928609b5"": 19, ""594016a4-b321-5143-a8c6-3923fed20111"": 13}",0,1,8,14
S004,S004-Q042,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 8}","{""c61777d3-f94f-5655-9b6b-9d6cdc28c303"": 8}",0,0,0,0
S004,S004-Q044,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""094486b7-1e86-5360-8005-66c6886152c2"": 40, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 14}","{""094486b7-1e86-5360-8005-66c6886152c2"": 37, ""682aecdf-197a-5dc6-b88d-886b08ffb500"": 11}",0,0,3,-3
S004,S004-Q049,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 38}","{""08c5243c-c754-5bb1-b020-dfbf21f542d7"": 35}",0,0,3,-3
S004,S004-Q052,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 12, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 38}","{""682aecdf-197a-5dc6-b88d-886b08ffb500"": 15, ""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 37}",0,0,1,3
S004,S004-Q055,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 49, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 43}","{""b229284b-6a2b-5cfb-a8c8-0ccc1bd72603"": 44, ""90248870-b2cb-59d2-a707-79d09f366d8a"": 8}",0,0,35,-5
S004,S004-Q056,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 39}","{""adc1eeb8-b0f8-5877-88cf-abdd23798b3a"": 32}",0,0,7,-7
S004,S004-Q063,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 2}","{""2c5547ce-bd04-536c-8b2d-e09ae5633e53"": 1}",0,0,1,-1
S004,S004-Q065,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 20, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 6}","{""ca05266e-320c-5081-9d2d-f7c8689c58a9"": 33, ""28de896e-9356-58a4-a8c5-c3efe7770f57"": 48}",0,0,-13,42
S004,S004-Q066,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""52990abe-a81c-5937-b506-8a88315cc3c0"": 12, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 42}","{""52990abe-a81c-5937-b506-8a88315cc3c0"": 6, ""57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a"": 24}",0,0,18,-6
S004,S004-Q070,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 32}","{""2e530daf-4b7a-5b20-9fe7-9c23daee4af6"": 21}",0,0,11,-11
S005,S005-Q007,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 2}",0,0,0,0
S005,S005-Q011,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 7, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 2}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 6, ""9c806b54-004f-57bf-8755-c4a0eebd929e"": 3}",0,0,1,1
S005,S005-Q013,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 9, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}","{""73dd18d4-5dac-5f27-ac96-83de10de4633"": 8, ""6e436632-8d73-58b8-a746-7cbc36ffe10f"": 1}",0,0,1,0
S005,S005-Q014,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""c64751d6-21c8-5c09-87da-48f940293661"": 3}","{""c64751d6-21c8-5c09-87da-48f940293661"": 3}",0,0,0,0
S005,S005-Q021,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""5095d8f5-e975-5011-976e-e587c31560f2"": 11}","{""5095d8f5-e975-5011-976e-e587c31560f2"": 11}",0,0,0,0
S005,S005-Q022,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""bcb24496-086a-528b-a09e-86bae79fa560"": 1, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 16}","{""bcb24496-086a-528b-a09e-86bae79fa560"": 9, ""c16509f9-dd00-5e11-9acf-ecc8f08ad424"": 13}",0,1,3,8
S005,S005-Q026,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 4, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 17}","{""87d6b0ff-8b24-5176-ba24-dbc110c6e1d5"": 4, ""daf8b285-37ac-5e07-a640-74fc9322fe21"": 15}",0,0,2,0
S005,S005-Q028,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 7}","{""102b7fa7-9564-5e73-98e7-41fde776fa99"": 8}",0,0,-1,1
S005,S005-Q033,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 6, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 2}","{""407824ab-fd2c-5a7b-ac60-4e9d2ed5311e"": 2, ""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 3}",1,0,4,1
S005,S005-Q035,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 18}","{""52954b6d-4823-5e0a-955d-8a3b24df0a30"": 9}",0,0,9,-9
S005,S005-Q039,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 32, ""a9136ff5-7fca-58fe-8907-08b361042647"": 1}","{""e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326"": 34, ""a9136ff5-7fca-58fe-8907-08b361042647"": 9}",0,1,-2,8
S005,S005-Q042,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,HURT,"{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 3}","{""19b9c9f1-754d-5322-831d-a2b5bbc632f9"": 31}",0,1,-28,28
S005,S005-Q044,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 27, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 16}","{""53a0c2bd-e2e0-5a10-8976-c6a159c1cd78"": 29, ""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 18}",0,0,-2,2
S005,S005-Q049,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 3}","{""d0b649b9-d683-5ad9-a5a6-64c75b0bc996"": 5}",0,0,-2,2
S005,S005-Q052,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 5, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 29}","{""009ec1d2-83f6-5755-bd7a-e5a92eda1890"": 5, ""c50cce28-4618-514d-bc83-20a57b6f5562"": 28}",0,0,1,0
S005,S005-Q055,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_HIT,"{""c50cce28-4618-514d-bc83-20a57b6f5562"": 14, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 3}","{""c50cce28-4618-514d-bc83-20a57b6f5562"": 19, ""cc845b3c-bd6e-511e-8bf1-44f5e08cf54a"": 2}",0,0,1,5
S005,S005-Q056,上下文引用解析后检索,保守调优 Add Prompt 相对 原 Production Add Prompt,UNCHANGED_MISS,"{""749bba84-be69-55e2-98a1-a9617e473fb0"": 38}","{""749bba84-be69-55e2-98a1-a9617e473fb0"": 38}",0,0,0,0
